Monthly_Salary,Age,Overtime_Hours,Promotions,Employee_Satisfaction_Score,Years_At_Company,Job_Title_enc,Risigned_enc,Work_Hours_Per_Week,Training_Hours,Performance_Score,High_Performance,High_Salary,propensity_score
7200.0,32,18,0,4.9,0,4,0,40,35,2,0,1,0.47187023031797004
9000.0,42,27,1,1.21,5,4,0,57,57,5,1,1,0.4718755297207522
7800.0,51,14,0,3.32,6,4,0,58,84,3,0,1,0.4720304339826526
6600.0,22,28,2,2.7,5,4,0,51,68,1,0,1,0.47206205291074177
7200.0,49,19,0,4.26,7,4,0,55,93,2,0,1,0.47213963708422596
6750.0,49,6,2,3.64,7,5,0,52,65,5,1,1,0.47216186184733694
9000.0,42,17,0,4.89,5,4,0,53,53,5,1,1,0.47218839231838533
6600.0,57,4,1,3.99,0,4,0,59,36,1,0,1,0.4722013067296535
9000.0,53,27,2,1.84,2,4,0,55,66,5,1,1,0.47222402873724334
6600.0,36,23,1,4.43,0,4,0,43,36,1,0,1,0.4723544685477181
6750.0,42,25,2,2.63,5,5,0,41,35,5,1,1,0.47237535555342314
9000.0,31,5,1,2.76,0,4,0,54,20,5,1,1,0.4724609270476638
6750.0,24,12,1,1.23,3,5,0,33,48,5,1,1,0.4725668812180647
7800.0,48,17,0,1.01,6,4,0,60,70,3,0,1,0.47260043976699784
8400.0,44,11,2,2.6,0,4,0,58,30,4,1,1,0.4726501283137373
7200.0,45,6,2,4.3,2,4,0,60,56,2,0,1,0.4726534290282223
9000.0,33,15,0,2.31,3,4,0,53,24,5,1,1,0.47267246430364046
7800.0,25,29,0,3.32,6,4,0,51,14,3,0,1,0.47268370850238184
7200.0,39,25,1,4.24,7,4,0,56,66,2,0,1,0.47269887024481494
7200.0,25,11,1,3.89,5,4,0,50,99,2,0,1,0.4727374757330984
9000.0,26,22,0,1.81,2,3,0,60,82,5,1,1,0.4728989888291503
7200.0,51,10,2,4.94,1,4,0,53,85,2,0,1,0.47291264925894855
6600.0,23,18,1,3.63,2,4,0,47,34,1,0,1,0.47294084655221635
6600.0,40,4,1,4.45,2,4,0,53,72,1,0,1,0.4729975149553989
6750.0,47,9,2,3.07,1,5,0,33,88,5,1,1,0.47300820312371894
8400.0,23,14,0,4.68,0,4,0,39,31,4,1,1,0.47301877182981494
6600.0,48,14,1,1.78,2,4,0,54,74,1,0,1,0.4730752364070788
6750.0,35,16,0,2.84,9,5,0,44,32,5,1,1,0.47322782599180907
6750.0,55,4,2,1.58,4,5,0,55,19,5,1,1,0.473313370823418
7200.0,26,25,2,1.96,4,4,0,50,78,2,0,1,0.47333688733215484
8400.0,55,7,1,2.48,0,4,0,60,20,4,1,1,0.4733681968682447
9000.0,54,28,2,3.62,5,4,0,56,88,5,1,1,0.473407306313343
6600.0,37,25,1,1.52,4,4,0,53,52,1,0,1,0.4734097783098214
7200.0,35,18,2,4.51,0,4,0,51,12,2,0,1,0.473410051432245
9000.0,54,28,2,4.93,1,4,0,54,11,5,1,1,0.4734391550984463
6750.0,28,4,2,4.57,9,5,0,47,82,5,1,1,0.47344647013372226
6750.0,27,13,0,3.14,1,5,1,34,17,5,1,1,0.4734482904950289
6750.0,52,15,0,4.94,6,5,0,43,3,5,1,1,0.47346226911809686
8400.0,36,23,2,4.35,2,4,0,46,77,4,1,1,0.4735152874778802
6750.0,45,21,2,2.43,8,5,0,51,29,5,1,1,0.47353075012338763
8400.0,42,25,0,2.82,1,4,0,38,81,4,1,1,0.4735649920619426
9000.0,59,27,0,3.8,1,4,0,40,88,5,1,1,0.47365528831204007
6600.0,55,10,0,4.72,0,4,0,51,23,1,0,1,0.47365534644868174
8400.0,55,20,1,3.97,6,4,0,58,86,4,1,1,0.4736586545178628
7800.0,25,11,1,2.49,0,4,0,49,18,3,0,1,0.47366750534826313
7200.0,60,19,0,4.7,6,4,0,58,61,2,0,1,0.4736865392011652
6600.0,33,1,2,3.02,3,4,0,60,72,1,0,1,0.4737252693155081
6600.0,45,13,0,1.96,1,4,0,49,52,1,0,1,0.47380294948823315
7200.0,38,4,1,3.87,4,4,0,58,66,2,0,1,0.47381625316442116
7800.0,51,28,0,2.66,3,4,0,47,57,3,0,1,0.47381877645543535
6750.0,34,10,2,3.01,5,5,0,42,50,5,1,1,0.473982700392594
6750.0,42,9,2,4.2,3,5,0,44,4,5,1,1,0.47411231485441946
8400.0,48,27,0,2.84,0,4,0,37,73,4,1,1,0.47411802311674633
8400.0,24,11,1,1.53,5,4,0,57,55,4,1,1,0.47418902975831023
6600.0,51,29,0,2.44,5,4,1,60,58,1,0,1,0.47420595966565704
6750.0,42,23,1,4.4,7,5,1,50,16,5,1,1,0.47420710780427033
8400.0,22,18,0,3.87,7,4,1,60,51,4,1,1,0.47426918931278966
7800.0,30,8,0,3.67,8,4,0,58,75,3,0,1,0.47430365850375467
6750.0,25,8,1,1.85,5,5,0,43,4,5,1,1,0.4743553737966081
6750.0,25,7,2,2.67,4,5,0,35,78,5,1,1,0.47443648838355346
8400.0,26,24,1,1.73,2,3,0,60,98,4,1,1,0.47445782659898406
6750.0,58,22,0,3.51,6,5,0,35,66,5,1,1,0.47451000614064043
9000.0,49,26,2,2.28,4,4,0,59,46,5,1,1,0.47453166588439416
6750.0,31,25,2,4.28,5,5,1,36,89,5,1,1,0.4745949064230266
6600.0,36,22,0,3.18,5,4,0,51,38,1,0,1,0.4745967746826824
6750.0,58,26,1,3.52,5,5,0,32,88,5,1,1,0.47461292063770355
8400.0,28,21,0,2.39,4,4,0,45,60,4,1,1,0.4746644485551916
6750.0,47,4,1,3.21,1,5,0,35,45,5,1,1,0.47468504037613835
6750.0,37,14,2,4.09,2,5,1,39,64,5,1,1,0.4747321451623108
6750.0,31,4,0,2.55,0,5,0,30,0,5,1,1,0.4747648037280398
7800.0,56,16,1,2.8,0,4,0,50,57,3,0,1,0.4748510313002418
7800.0,45,7,0,1.16,2,4,0,55,47,3,0,1,0.4748876977183624
8400.0,58,20,1,1.71,2,4,0,59,23,4,1,1,0.4749222762345703
6600.0,48,18,2,4.61,4,4,0,56,71,1,0,1,0.4749298418687051
6750.0,55,16,0,3.25,0,5,1,36,28,5,1,1,0.4749995621792879
6600.0,46,24,0,2.85,1,4,0,37,93,1,0,1,0.4750583171671481
8400.0,24,29,1,4.76,4,4,0,38,81,4,1,1,0.47509429615683557
6750.0,45,14,2,2.91,6,5,0,47,34,5,1,1,0.47512455185523345
6750.0,54,20,0,2.41,6,5,0,37,55,5,1,1,0.4751601497723209
7200.0,54,22,1,1.13,4,4,0,56,74,2,0,1,0.4752025668862325
8400.0,41,24,1,4.07,3,4,0,50,31,4,1,1,0.47520418587181007
8400.0,22,21,2,4.88,1,4,0,37,87,4,1,1,0.47525089462768455
6600.0,45,16,1,4.84,1,4,0,42,90,1,0,1,0.4752652937797857
6600.0,23,0,0,2.52,6,4,0,59,47,1,0,1,0.47527819758658746
8400.0,52,21,0,2.76,6,4,0,54,77,4,1,1,0.4752976586176956
6600.0,49,29,1,3.56,5,4,0,54,43,1,0,1,0.4753039617255859
6750.0,30,6,1,1.84,7,5,0,45,41,5,1,1,0.47531106285645935
6600.0,39,21,1,1.57,6,4,0,56,74,1,0,1,0.4753137707848517
9000.0,27,25,0,3.19,0,4,1,44,31,5,1,1,0.47537783747932644
6750.0,56,19,1,3.01,0,5,0,30,28,5,1,1,0.4754819511811325
9000.0,52,6,0,1.27,4,4,0,57,86,5,1,1,0.4755142735656748
9000.0,44,22,2,2.97,5,4,0,54,95,5,1,1,0.4756559230625245
8400.0,48,23,1,4.14,3,4,1,59,47,4,1,1,0.47571870280832546
6600.0,25,19,0,4.14,6,4,0,53,7,1,0,1,0.47573560271093573
7200.0,34,16,2,1.86,2,4,0,53,54,2,0,1,0.47573755369564974
6750.0,49,1,1,2.54,6,5,0,47,61,5,1,1,0.4757918089981537
6600.0,36,10,2,3.99,0,4,0,45,85,1,0,1,0.4758254763658644
8400.0,52,27,1,1.1,4,4,0,55,54,4,1,1,0.47583203117461215
6600.0,35,14,0,2.56,2,4,0,44,64,1,0,1,0.4758344977344734
6600.0,25,29,0,4.27,1,3,0,55,27,1,0,1,0.47588897759920645
6750.0,40,21,2,3.2,7,5,0,38,80,5,1,1,0.4759202265951428
6600.0,54,26,1,3.72,5,4,0,60,11,1,0,1,0.4760264000875459
7800.0,56,8,1,1.91,0,4,0,50,90,3,0,1,0.47604375258868586
7200.0,35,28,0,2.85,2,4,0,44,5,2,0,1,0.47605167247500857
6600.0,36,26,0,4.98,3,4,0,38,61,1,0,1,0.4760717045472248
6750.0,38,8,2,4.9,5,5,1,43,98,5,1,1,0.47607644939120836
7800.0,24,24,0,4.25,4,4,1,50,40,3,0,1,0.4761068100492806
6600.0,60,12,1,3.01,1,4,0,56,42,1,0,1,0.4761071539451365
8400.0,28,7,1,2.36,5,4,0,55,75,4,1,1,0.47614885079761465
9000.0,52,27,1,4.71,7,4,0,53,87,5,1,1,0.4762580704459369
6600.0,41,10,2,2.73,4,4,0,60,63,1,0,1,0.4763073031467823
7800.0,52,13,0,1.41,6,4,0,58,83,3,0,1,0.47633470890199725
7800.0,55,10,1,1.29,1,4,0,56,54,3,0,1,0.4764391974466095
7200.0,27,25,1,1.65,4,4,0,50,30,2,0,1,0.4764686446315817
6600.0,38,21,1,1.49,0,4,0,49,4,1,0,1,0.47652421921752375
7800.0,31,23,1,3.27,2,4,0,40,72,3,0,1,0.47666096600032554
7200.0,40,29,0,4.82,1,3,0,55,53,2,0,1,0.4767414417992102
8400.0,31,10,1,3.09,4,4,0,58,14,4,1,1,0.47679492365240844
7200.0,46,27,2,1.16,2,4,1,58,74,2,0,1,0.47679650631573983
8400.0,47,27,1,1.4,0,4,0,39,85,4,1,1,0.4768437996750459
7200.0,50,29,1,1.78,1,4,0,40,92,2,0,1,0.4768466432300935
9000.0,30,24,0,2.21,1,3,0,56,67,5,1,1,0.47686662470500696
7200.0,57,29,0,1.35,0,4,0,41,53,2,0,1,0.47686974751249084
9000.0,41,29,0,3.44,0,3,0,59,17,5,1,1,0.47688222387492407
6600.0,32,29,1,2.36,3,4,0,48,13,1,0,1,0.4769274105467615
9000.0,29,27,0,2.38,4,4,0,46,16,5,1,1,0.4769380108385028
7200.0,60,27,1,4.38,0,4,0,43,51,2,0,1,0.47694172164899074
9000.0,28,17,0,3.46,4,4,0,40,90,5,1,1,0.4769455056622363
7800.0,32,22,1,4.36,0,3,0,56,69,3,0,1,0.4769459280189655
9000.0,31,6,0,1.09,8,4,0,59,88,5,1,1,0.47694871216783563
8400.0,35,20,2,4.12,7,4,0,55,90,4,1,1,0.4769526283157778
7200.0,48,16,0,3.73,3,4,0,45,80,2,0,1,0.4769579444427644
9000.0,56,26,0,4.06,4,4,0,53,11,5,1,1,0.47697810828336623
9000.0,30,6,1,3.4,6,4,0,57,70,5,1,1,0.47699204344566865
7200.0,50,13,1,1.35,3,4,0,52,98,2,0,1,0.47699293312923274
6750.0,33,11,0,4.42,5,5,0,30,41,5,1,1,0.4769968888844168
6750.0,44,1,0,1.09,3,5,0,32,88,5,1,1,0.4770410093827954
6600.0,27,20,0,4.28,2,4,1,43,75,1,0,1,0.4770522218019617
7800.0,39,9,2,4.47,3,4,0,52,84,3,0,1,0.4770834415546436
7800.0,26,5,0,4.53,4,4,0,46,69,3,0,1,0.4771070103023238
8400.0,22,27,1,4.72,5,4,0,42,57,4,1,1,0.4771763518861573
7800.0,33,28,0,3.45,7,4,0,49,43,3,0,1,0.47719037520986735
7200.0,27,16,2,3.49,2,4,0,52,17,2,0,1,0.477197708874713
9000.0,31,15,1,2.81,3,4,0,48,58,5,1,1,0.4772100957597525
7200.0,29,25,0,4.69,4,3,0,56,90,2,0,1,0.4772220226914179
6600.0,44,2,1,3.29,1,4,0,51,71,1,0,1,0.47729940571727103
9000.0,22,8,1,4.89,3,4,0,44,72,5,1,1,0.4773124429237615
7200.0,45,26,1,3.97,5,4,0,55,18,2,0,1,0.4773859131739326
6750.0,48,4,0,1.0,4,5,0,39,45,5,1,1,0.4776716124036847
7800.0,42,1,0,4.58,6,4,0,60,44,3,0,1,0.4776735695898554
6750.0,55,5,0,4.41,5,5,1,49,31,5,1,1,0.4776978281004642
9000.0,28,14,0,2.04,9,4,0,54,95,5,1,1,0.4777053284853875
9000.0,36,19,0,1.42,4,4,0,52,20,5,1,1,0.47778439251088584
7800.0,35,21,0,3.35,1,3,0,54,89,3,0,1,0.4778007106413294
7200.0,27,28,2,2.68,3,4,0,45,53,2,0,1,0.4778059384277335
7800.0,46,7,1,3.13,1,4,0,54,30,3,0,1,0.47783559403700326
6750.0,45,24,2,1.39,5,5,0,36,65,5,1,1,0.477891565110061
7200.0,27,25,1,4.75,6,4,1,60,16,2,0,1,0.47791873431520554
6750.0,24,26,2,3.68,7,5,0,30,68,5,1,1,0.4779261556609477
9000.0,54,8,0,4.83,3,4,0,50,65,5,1,1,0.47810675141588593
8400.0,50,19,2,4.32,4,4,0,57,46,4,1,1,0.47811356604642874
8400.0,51,22,2,4.28,1,4,0,46,69,4,1,1,0.4781466540520566
9000.0,33,16,2,3.32,3,4,0,52,47,5,1,1,0.4782077966474846
6600.0,55,21,2,4.34,3,4,0,54,55,1,0,1,0.4782200673256601
7200.0,59,16,2,1.86,3,4,0,60,62,2,0,1,0.47825102282659737
7200.0,33,0,1,1.92,0,4,0,48,65,2,0,1,0.4782605566533994
6600.0,32,9,2,4.85,6,4,0,54,97,1,0,1,0.4782613159711457
7800.0,36,24,2,4.97,6,4,0,50,80,3,0,1,0.4783529042970045
7800.0,34,4,0,4.94,1,4,0,39,79,3,0,1,0.4783561489443889
7800.0,47,13,1,4.61,8,4,0,59,86,3,0,1,0.47836393317701
7800.0,55,17,0,1.23,2,4,0,52,34,3,0,1,0.4784203536278867
7800.0,47,28,2,3.01,2,4,1,56,58,3,0,1,0.4784204927848889
7200.0,56,21,1,2.06,3,4,0,57,23,2,0,1,0.47847213546422385
9000.0,33,25,1,4.66,3,4,0,41,53,5,1,1,0.4785262881154663
6750.0,35,10,1,1.25,4,5,0,40,5,5,1,1,0.47860515355301747
7200.0,53,19,0,4.78,0,4,0,41,32,2,0,1,0.47866314512842484
6750.0,52,0,0,3.21,6,5,0,46,21,5,1,1,0.47867741413314185
6600.0,40,20,1,3.13,4,4,0,50,51,1,0,1,0.47869763012895905
9000.0,29,7,2,2.93,0,4,0,47,55,5,1,1,0.47872689308630856
8400.0,53,10,1,1.56,2,4,0,54,67,4,1,1,0.4787454821042032
7800.0,60,7,2,2.35,0,4,0,55,73,3,0,1,0.4787473684120386
7200.0,30,26,0,2.7,7,4,0,53,8,2,0,1,0.4787612846579855
6750.0,24,12,0,2.66,8,5,0,31,73,5,1,1,0.47878128016611143
6750.0,22,5,2,3.23,3,5,0,37,7,5,1,1,0.47878153992288647
9000.0,43,25,0,3.73,4,4,0,41,73,5,1,1,0.4788188562581489
8400.0,38,12,1,2.51,7,4,0,58,76,4,1,1,0.47881980731857454
6600.0,57,17,0,4.44,3,4,0,43,95,1,0,1,0.478841057305943
7800.0,53,16,0,4.06,0,3,0,58,86,3,0,1,0.47885870796039176
6750.0,39,27,0,1.74,5,5,1,31,76,5,1,1,0.47888600836580586
6600.0,27,7,0,4.55,8,4,0,54,64,1,0,1,0.4789463627980675
7200.0,31,20,0,4.45,1,4,0,38,19,2,0,1,0.478964582748889
7200.0,51,21,0,4.11,6,4,0,55,27,2,0,1,0.47896782816064465
6600.0,28,8,1,4.09,1,4,1,48,85,1,0,1,0.47906241996441806
7200.0,26,21,2,3.04,2,4,0,41,78,2,0,1,0.4791786742143341
8400.0,36,28,2,4.09,1,3,0,59,72,4,1,1,0.47918759000001104
6600.0,33,12,0,3.72,0,3,0,60,36,1,0,1,0.4792271461598506
9000.0,60,18,2,4.94,3,4,0,60,16,5,1,1,0.47926606914346503
6750.0,47,2,2,4.83,5,5,0,40,75,5,1,1,0.4793007231589086
6750.0,50,2,2,3.58,2,5,0,37,62,5,1,1,0.4793065754826627
7200.0,34,22,1,1.31,5,4,0,46,97,2,0,1,0.4793156887783082
7800.0,60,29,0,1.11,1,4,1,55,24,3,0,1,0.4793203481082017
9000.0,37,19,0,2.62,6,4,0,50,55,5,1,1,0.4793331550914316
7200.0,42,20,1,4.18,9,4,0,59,64,2,0,1,0.47937916812259274
8400.0,32,14,0,1.38,5,4,0,51,47,4,1,1,0.4794156666835761
7200.0,31,16,0,2.04,6,4,0,55,16,2,0,1,0.4794203094626715
9000.0,51,13,0,4.2,0,4,0,42,43,5,1,1,0.479478969609296
6750.0,33,1,1,3.34,3,5,0,38,2,5,1,1,0.47961186756987684
9000.0,34,21,0,2.54,2,3,0,58,70,5,1,1,0.47962038876945295
6600.0,52,11,1,3.8,5,4,0,53,97,1,0,1,0.47969513087625054
7200.0,45,16,0,1.47,8,4,0,57,78,2,0,1,0.4797803991272035
6600.0,43,21,2,2.02,4,4,0,57,35,1,0,1,0.4797832528471709
7200.0,26,29,0,1.93,1,4,0,34,27,2,0,1,0.47978718289833655
6750.0,40,6,2,3.54,5,5,0,42,36,5,1,1,0.47983944930147693
7800.0,25,28,0,2.48,5,4,1,53,16,3,0,1,0.47994904937104343
8400.0,32,29,0,3.5,0,4,0,31,28,4,1,1,0.48006799280674634
8400.0,47,26,0,4.07,3,4,0,46,6,4,1,1,0.48007483407435286
8400.0,41,19,0,3.23,3,4,0,47,19,4,1,1,0.48008910012860523
9000.0,35,0,1,2.4,2,4,0,50,75,5,1,1,0.48016569820326754
7200.0,60,6,0,3.87,3,4,0,53,60,2,0,1,0.4801663428646911
6750.0,48,22,2,4.38,9,5,0,47,20,5,1,1,0.4801705761963774
7200.0,42,23,0,3.99,8,4,0,49,79,2,0,1,0.48018243835411134
7200.0,55,0,2,4.44,2,4,0,60,53,2,0,1,0.4801916336037139
7800.0,39,18,0,1.02,7,4,0,52,79,3,0,1,0.4802027591391288
6600.0,25,5,1,2.14,8,4,0,58,85,1,0,1,0.48022480044163096
6750.0,46,19,1,3.55,7,5,0,35,62,5,1,1,0.4802449288985431
9000.0,25,7,0,4.01,7,4,0,56,20,5,1,1,0.4802558993309212
6750.0,43,19,1,2.53,4,5,0,33,23,5,1,1,0.4802646997585401
7800.0,33,19,1,3.64,1,4,0,36,78,3,0,1,0.48026829939033444
8400.0,22,7,1,1.55,2,4,0,43,81,4,1,1,0.4803882799409444
7200.0,22,4,2,2.81,2,4,0,53,29,2,0,1,0.4804102478525796
7800.0,34,3,0,2.03,9,4,0,59,93,3,0,1,0.48050405270727664
8400.0,26,28,0,4.54,8,4,0,42,69,4,1,1,0.4805186601630257
6600.0,56,25,2,4.01,4,4,0,58,17,1,0,1,0.48052283628475073
9000.0,50,9,0,4.17,8,4,0,60,58,5,1,1,0.48054872660120246
9000.0,44,8,1,2.87,0,4,0,44,69,5,1,1,0.4805606629757835
7800.0,29,14,1,2.19,7,4,0,60,21,3,0,1,0.4805705729728892
6600.0,48,18,2,1.36,0,4,0,50,40,1,0,1,0.4806288177610533
6750.0,23,3,2,1.8,1,5,0,31,31,5,1,1,0.48064348097169474
8400.0,44,16,2,4.11,0,4,0,50,7,4,1,1,0.48067715286552193
7200.0,43,25,0,3.78,0,4,1,46,13,2,0,1,0.4806911035414918
7800.0,60,19,1,3.39,2,4,0,52,33,3,0,1,0.4807097773402464
9000.0,30,20,0,2.8,6,4,0,44,72,5,1,1,0.4807234757046336
7800.0,50,17,2,3.26,2,4,0,49,75,3,0,1,0.48072425224318915
7800.0,25,2,1,3.75,5,4,0,59,8,3,0,1,0.48074281484443787
6750.0,33,3,1,4.39,5,5,0,36,31,5,1,1,0.48076456117534033
9000.0,49,26,0,4.34,8,4,0,53,44,5,1,1,0.4807831162348779
8400.0,30,8,0,2.46,3,4,0,42,79,4,1,1,0.48083738471883525
8400.0,56,25,1,4.55,1,4,0,42,49,4,1,1,0.4808450304539862
6750.0,39,3,2,4.04,7,5,0,43,64,5,1,1,0.48086227611343246
7800.0,44,23,2,2.51,5,4,0,53,70,3,0,1,0.4808667115572719
7200.0,25,21,0,2.29,1,4,0,39,3,2,0,1,0.48087216540501226
9000.0,54,9,1,4.89,1,4,0,45,77,5,1,1,0.48092087015617513
7200.0,44,16,1,4.62,3,4,0,45,67,2,0,1,0.480934967861244
6600.0,52,22,0,3.97,1,4,0,38,56,1,0,1,0.48098222963820225
6750.0,47,22,1,3.83,7,5,0,34,53,5,1,1,0.481008604995264
7800.0,22,27,2,2.32,7,4,0,52,48,3,0,1,0.48101185079226144
6600.0,37,17,2,3.07,3,4,0,46,87,1,0,1,0.4810209062559614
6750.0,28,21,1,4.1,9,5,0,39,4,5,1,1,0.48103333296580836
6600.0,36,27,0,4.47,8,4,0,47,54,1,0,1,0.48103428329575865
9000.0,33,5,2,1.12,0,4,0,49,61,5,1,1,0.4810348919008235
8400.0,35,7,1,3.71,0,4,1,47,86,4,1,1,0.4810647776053887
7200.0,50,24,0,4.36,0,3,0,52,79,2,0,1,0.4810885953156923
7200.0,40,24,1,3.65,0,3,0,58,45,2,0,1,0.48112378534268463
9000.0,25,3,1,3.7,2,4,0,48,34,5,1,1,0.4811329355417781
7800.0,34,12,2,2.67,2,4,1,53,98,3,0,1,0.4811453656582081
8400.0,30,17,1,4.22,5,4,0,45,70,4,1,1,0.4812021902044012
6600.0,34,19,2,4.97,4,4,0,50,36,1,0,1,0.481217405700912
8400.0,51,25,0,3.44,9,4,0,57,46,4,1,1,0.4813063597369181
6600.0,26,22,1,4.58,1,4,0,34,48,1,0,1,0.48131447140043654
7800.0,28,17,0,2.78,5,3,0,60,99,3,0,1,0.4813419551647006
8400.0,52,22,0,3.38,2,3,0,59,82,4,1,1,0.4814075604782189
6750.0,38,9,1,3.73,5,5,0,37,15,5,1,1,0.4814134352487678
6750.0,49,28,1,1.12,9,5,0,46,2,5,1,1,0.48142767417449794
8400.0,52,21,0,1.18,9,4,0,60,63,4,1,1,0.4814851876442606
8400.0,36,14,1,1.51,8,4,0,59,68,4,1,1,0.48149481872038985
9000.0,39,14,1,2.92,5,4,0,58,9,5,1,1,0.4815082961293112
7200.0,36,16,1,2.85,3,4,0,43,79,2,0,1,0.4815394732233354
9000.0,25,10,0,4.42,2,4,1,48,36,5,1,1,0.48156553869599483
7200.0,42,10,0,1.73,4,4,0,47,82,2,0,1,0.4817146986363166
8400.0,29,15,0,2.07,1,4,0,36,58,4,1,1,0.4817221530085986
7800.0,31,28,2,2.51,1,3,0,55,93,3,0,1,0.4817576820783052
9000.0,57,10,1,1.95,1,4,0,56,16,5,1,1,0.48184087101339895
6750.0,28,4,1,3.3,4,5,1,39,48,5,1,1,0.4818586826141625
6600.0,57,26,1,2.27,3,4,0,44,89,1,0,1,0.4818587233963236
6750.0,57,11,2,3.65,5,5,1,56,2,5,1,1,0.48186881175197527
6600.0,57,14,2,3.02,3,4,0,56,61,1,0,1,0.48188414648278044
6750.0,52,11,2,2.46,7,5,0,44,68,5,1,1,0.4818918808238175
8400.0,22,12,1,2.03,2,3,0,60,82,4,1,1,0.48189613027586964
6750.0,56,3,2,1.68,1,5,0,38,49,5,1,1,0.48190761620308803
7200.0,39,0,0,3.23,0,4,0,41,66,2,0,1,0.481942822413002
6600.0,34,8,2,4.45,8,4,0,59,84,1,0,1,0.48194625244087574
7200.0,36,1,2,3.92,1,4,0,47,83,2,0,1,0.4820041492774847
7800.0,56,24,1,3.01,5,4,0,49,83,3,0,1,0.48202760077816653
8400.0,28,5,2,2.37,4,4,0,52,82,4,1,1,0.4820403966287006
9000.0,29,23,0,3.03,7,4,0,45,58,5,1,1,0.48204426933556427
7800.0,38,29,2,4.85,3,4,0,40,66,3,0,1,0.48206795870205243
7800.0,35,17,0,1.62,2,4,0,41,46,3,0,1,0.4821183776987078
9000.0,51,10,1,3.59,4,4,0,49,98,5,1,1,0.4821271102471377
6600.0,47,1,0,4.23,5,4,0,52,77,1,0,1,0.4822013719951631
8400.0,39,20,0,4.89,1,4,0,30,79,4,1,1,0.48221264034682715
8400.0,33,2,1,3.19,7,4,0,55,97,4,1,1,0.48223293353536056
9000.0,45,26,2,1.46,3,4,0,49,57,5,1,1,0.4822499214207359
7200.0,44,2,1,4.77,1,4,0,47,55,2,0,1,0.48225174276431815
7800.0,35,21,0,1.3,4,4,1,58,5,3,0,1,0.48225551382331905
9000.0,28,13,1,2.57,8,4,0,60,26,5,1,1,0.4823679761947469
8400.0,43,26,2,1.89,0,4,0,39,70,4,1,1,0.4823786405979416
6750.0,41,15,2,4.38,5,5,0,33,52,5,1,1,0.48237886562625293
9000.0,24,25,2,4.12,0,3,0,49,95,5,1,1,0.4823941129004857
7200.0,50,22,1,4.01,5,4,0,46,87,2,0,1,0.4824000862293916
6600.0,42,22,2,1.95,0,4,0,46,24,1,0,1,0.4824396915639035
6600.0,35,20,0,2.28,8,4,0,49,77,1,0,1,0.4824415716797858
6600.0,33,26,1,1.55,0,4,0,38,23,1,0,1,0.482482059705906
6600.0,43,15,0,3.82,5,4,0,42,98,1,0,1,0.48248853094058786
6750.0,58,12,2,2.69,0,5,0,32,34,5,1,1,0.48249405526582595
6750.0,54,23,2,2.34,7,5,0,42,40,5,1,1,0.48254514682059246
7800.0,36,17,0,3.99,2,3,0,54,88,3,0,1,0.4825917841767828
8400.0,31,7,2,2.77,1,4,0,43,89,4,1,1,0.4826017650929873
6600.0,59,22,2,3.88,3,4,0,51,62,1,0,1,0.48261869880960606
8400.0,34,18,0,2.32,8,4,0,51,64,4,1,1,0.4826308805529856
8400.0,27,2,1,2.25,4,4,0,53,47,4,1,1,0.4826416814458224
7800.0,40,2,0,2.84,2,4,0,44,75,3,0,1,0.48264732982533515
7200.0,52,10,0,3.19,6,4,0,55,58,2,0,1,0.4826555123551567
8400.0,29,16,1,1.99,5,4,0,46,78,4,1,1,0.48267367179018034
8400.0,50,16,0,2.5,5,4,0,56,8,4,1,1,0.4828525170851075
7800.0,38,28,1,1.66,4,4,0,41,78,3,0,1,0.4828794611373632
6750.0,48,1,2,3.04,3,5,1,48,45,5,1,1,0.4828863104066976
6600.0,25,2,1,3.89,0,4,0,35,92,1,0,1,0.4829428196957972
6750.0,56,15,0,4.05,7,5,0,31,79,5,1,1,0.48297607357945355
7800.0,33,15,2,2.98,1,4,0,47,25,3,0,1,0.4829848801271686
7800.0,23,3,0,2.83,4,4,0,46,49,3,0,1,0.48300378684887124
6750.0,26,3,0,4.68,8,5,0,30,71,5,1,1,0.4830044203066524
7800.0,41,25,0,1.32,2,3,0,55,88,3,0,1,0.48300560712132556
9000.0,29,0,2,3.26,1,4,0,54,12,5,1,1,0.4830058354196558
6600.0,35,20,0,4.68,8,4,0,47,63,1,0,1,0.48305217488161717
7800.0,37,0,0,1.92,2,4,0,50,33,3,0,1,0.48305814249324286
9000.0,36,0,2,2.49,0,4,0,50,51,5,1,1,0.4830825654364519
6600.0,30,17,1,4.53,9,4,0,52,75,1,0,1,0.4830918704117216
9000.0,56,28,2,2.75,2,4,0,52,12,5,1,1,0.4831707105242559
8400.0,44,19,0,3.68,2,4,0,34,89,4,1,1,0.48318509828079803
7200.0,31,15,0,2.0,5,4,0,50,17,2,0,1,0.48320038234637697
7200.0,44,20,2,1.94,0,4,1,57,14,2,0,1,0.48320232774723176
7200.0,39,23,0,3.17,9,4,0,53,47,2,0,1,0.48322497103340256
6600.0,52,24,1,2.88,7,4,0,52,80,1,0,1,0.48338536302091983
6750.0,28,3,1,4.41,9,5,0,38,63,5,1,1,0.48341391551260565
7200.0,38,7,0,2.07,1,3,0,60,78,2,0,1,0.4834513687076205
8400.0,36,21,0,1.02,1,3,0,55,71,4,1,1,0.4835432643525115
7800.0,44,0,2,3.76,3,4,0,54,80,3,0,1,0.4835549301421065
