Monthly_Salary,Risigned_enc,Hire_Date_enc,Remote_Work_Frequency,Sick_Days,Overtime_Hours,Gender_enc,Promotions,Team_Size,Work_Hours_Per_Week,Age,Department_enc,Performance_Score,High_Performance,High_Salary,propensity_score
7800.0,0,729,100,10,5,2,1,10,33,36,7,3,0,1,0.5024838102562438
7200.0,0,1172,50,9,14,0,2,17,60,30,4,2,0,1,0.5024878322410077
9000.0,0,2302,50,7,2,0,0,5,50,42,6,5,1,1,0.5024894655987306
7200.0,0,2975,75,8,1,1,0,11,44,32,0,2,0,1,0.5025030372006003
7150.0,1,2606,100,14,4,0,2,13,51,47,2,3,0,1,0.5025109084559571
7800.0,0,3163,75,1,9,0,1,11,32,25,1,3,0,1,0.5025121002639286
7500.0,0,2208,0,3,3,1,1,13,49,41,6,5,1,1,0.502534933841982
6750.0,0,2896,25,11,29,1,0,12,31,43,7,5,1,1,0.5025522837528408
7000.0,0,785,50,11,11,1,0,16,33,48,4,4,1,1,0.5025545426648378
6600.0,0,1990,25,2,16,0,1,18,54,24,1,2,0,1,0.5025589389557285
8250.0,0,1135,75,7,18,0,1,14,37,42,6,5,1,1,0.5025799565727098
6750.0,0,2805,75,4,28,0,1,19,39,53,6,5,1,1,0.5025826945680503
6600.0,0,1534,75,7,11,1,2,14,47,27,5,2,0,1,0.5025854313251839
9000.0,1,2875,75,7,1,0,1,6,39,55,6,5,1,1,0.5026014193290571
6500.0,0,3054,25,0,19,1,1,14,40,29,5,3,0,1,0.5026046494812707
7800.0,0,3389,75,14,19,1,1,8,34,45,8,3,0,1,0.5026139359039683
8400.0,0,2043,0,1,11,1,0,15,44,42,5,4,1,1,0.5026216017275339
7800.0,0,1264,50,3,15,1,1,14,45,31,6,3,0,1,0.5026378379552854
7200.0,0,2841,0,13,29,0,0,9,34,26,4,2,0,1,0.5026380885246765
6600.0,0,298,50,13,18,1,1,18,58,35,5,2,0,1,0.5026392635302761
7500.0,0,2324,100,2,15,1,2,18,53,45,7,5,1,1,0.5026547751852869
6600.0,1,534,25,3,24,0,1,17,36,55,8,2,0,1,0.5026573287950498
7500.0,1,2876,25,10,7,0,1,10,40,60,6,5,1,1,0.5026613932648589
6600.0,0,1408,50,5,0,2,0,14,60,37,4,2,0,1,0.502664922967749
7200.0,0,87,50,4,23,0,0,18,53,39,5,2,0,1,0.5026801890910166
7150.0,0,3133,50,6,18,1,0,8,35,45,8,3,0,1,0.5026844330454259
7800.0,0,2482,25,2,27,0,2,19,32,30,4,3,0,1,0.5026981842468302
7500.0,1,2674,25,9,3,0,2,13,56,38,2,5,1,1,0.5027095899473806
8250.0,0,487,25,9,5,0,1,18,32,49,3,5,1,1,0.5027328380633531
7500.0,0,2120,50,3,6,0,0,10,36,28,1,5,1,1,0.5027380047104699
7800.0,0,1574,50,11,13,0,0,9,57,31,4,3,0,1,0.5027381862232609
9000.0,0,3153,75,7,17,0,1,19,30,52,2,5,1,1,0.5027479843547047
7800.0,0,2626,25,13,24,1,0,17,59,27,1,3,0,1,0.502775148612217
8400.0,0,1411,75,4,4,1,2,12,59,27,6,4,1,1,0.5027966736701314
8400.0,0,3085,25,13,16,0,2,12,31,29,3,4,1,1,0.5028013849816352
6600.0,0,3265,25,3,29,0,0,19,51,52,5,2,0,1,0.5028014463233619
7800.0,0,2037,75,6,20,0,0,11,55,50,8,3,0,1,0.5028072675889703
6500.0,0,1531,0,11,13,1,0,2,44,22,8,3,0,1,0.5028085891135435
9000.0,0,2441,75,11,24,0,0,12,55,36,4,5,1,1,0.5028193483360137
6600.0,0,893,50,14,20,0,2,10,38,22,6,2,0,1,0.5028208333628678
6750.0,1,748,75,3,27,1,0,12,32,25,4,5,1,1,0.5028240474741208
6750.0,0,2194,75,13,12,1,0,9,59,36,5,5,1,1,0.5028378410351471
9000.0,0,2128,25,4,7,0,2,9,60,23,6,5,1,1,0.5028457840230238
8400.0,1,1413,50,5,13,0,1,12,57,30,3,4,1,1,0.5028465369481888
7000.0,1,1079,100,9,2,0,1,4,42,41,6,4,1,1,0.5028471233340842
7500.0,0,4,50,10,3,1,1,16,30,43,4,5,1,1,0.5028516392390423
9000.0,0,1633,75,12,0,0,1,1,57,24,6,5,1,1,0.5028692592129087
7700.0,0,1049,100,6,1,1,0,19,32,49,0,4,1,1,0.5028757264361071
7800.0,0,2037,100,14,18,0,0,13,45,50,4,3,0,1,0.5028816387750112
9000.0,0,219,100,14,0,1,0,18,60,47,1,5,1,1,0.5029053932867621
9000.0,1,2583,0,2,24,0,2,15,37,49,8,5,1,1,0.502943257042075
7000.0,1,2290,0,8,15,2,0,8,47,27,5,4,1,1,0.5029442374738475
8250.0,1,3097,0,11,19,1,2,12,50,45,8,5,1,1,0.5029459950108104
7800.0,0,1621,0,2,16,0,0,12,47,24,3,3,0,1,0.5029462825376247
6600.0,0,421,50,9,1,0,2,15,31,27,1,1,0,1,0.5029559757555763
6600.0,0,1573,100,5,15,2,0,13,42,43,7,1,0,1,0.502957654761549
6600.0,0,230,0,14,18,1,1,9,41,25,8,1,0,1,0.5029680527059591
7800.0,0,2926,50,0,8,0,1,14,35,46,4,3,0,1,0.5029686226889128
8400.0,0,2750,0,1,1,1,2,7,52,27,8,4,1,1,0.5030040347371558
6600.0,0,1099,50,2,6,1,0,16,37,37,2,1,0,1,0.5030138167778958
7200.0,0,6,75,6,14,0,2,15,50,30,6,2,0,1,0.5030207446292829
7500.0,0,2532,50,3,26,0,1,15,43,29,4,5,1,1,0.5030429363154866
6600.0,0,2999,50,0,27,0,1,16,57,42,7,1,0,1,0.5030512687232073
7700.0,0,1316,75,7,21,0,0,17,40,29,0,4,1,1,0.5030523737663309
8250.0,0,3193,100,12,3,0,1,14,51,43,0,5,1,1,0.5030686170827133
9000.0,0,289,75,10,15,2,2,15,42,31,8,5,1,1,0.5030712288838797
9000.0,0,1583,75,0,28,1,0,15,47,41,8,5,1,1,0.5030729573998045
7200.0,0,2903,75,2,16,1,2,10,36,22,6,2,0,1,0.5030822434220956
6500.0,1,1916,75,2,22,1,0,6,32,38,8,3,0,1,0.5030830332234989
7200.0,1,2883,100,10,28,0,1,10,54,26,3,2,0,1,0.5030858278649187
7800.0,0,1501,75,13,3,1,1,17,59,32,0,3,0,1,0.5030899094539155
6600.0,0,2584,25,0,2,1,1,8,43,26,5,2,0,1,0.5030951195225677
8400.0,0,621,50,14,7,0,2,11,35,48,8,4,1,1,0.5031002226970116
9000.0,0,2676,50,11,8,0,2,4,31,36,8,5,1,1,0.5031198410407608
6600.0,0,2264,50,7,8,0,1,13,34,51,5,1,0,1,0.5031436214294135
6600.0,0,938,25,12,9,1,1,17,30,36,2,1,0,1,0.5031486469309133
6600.0,0,2582,75,10,4,0,0,6,47,56,7,1,0,1,0.5031747685360788
7700.0,0,3380,25,11,8,1,0,3,49,27,5,4,1,1,0.5031858959025577
8400.0,0,1565,75,13,29,1,1,10,41,24,7,4,1,1,0.5031984687499699
9000.0,0,911,100,4,17,0,0,9,46,34,6,5,1,1,0.5031997818147955
9000.0,0,3204,0,12,21,0,0,4,58,25,6,5,1,1,0.5031998477363235
9000.0,0,861,50,14,15,0,2,17,30,46,5,5,1,1,0.5032192225301131
7150.0,0,1967,50,9,2,1,0,10,47,32,2,3,0,1,0.503228188838716
6750.0,0,792,100,12,29,0,0,19,58,60,7,5,1,1,0.5032627274010076
7800.0,1,2451,50,8,28,1,0,14,34,28,1,3,0,1,0.5032653860273482
9000.0,0,2508,0,7,9,1,0,12,57,36,4,5,1,1,0.5032759530372608
7200.0,0,2710,0,14,18,0,2,19,38,54,5,2,0,1,0.5032776372982511
7000.0,0,2213,75,11,4,1,1,12,30,41,3,4,1,1,0.5032833927623228
6750.0,0,3152,100,5,24,0,1,12,50,49,8,5,1,1,0.5032915705731542
8400.0,0,986,50,3,1,0,2,19,58,55,6,4,1,1,0.5032970777649909
9000.0,0,2892,100,14,19,1,0,10,42,34,3,5,1,1,0.5033166889266152
8250.0,0,1864,50,2,12,1,0,15,48,25,1,5,1,1,0.5033312684375744
6600.0,0,1196,75,6,10,1,1,16,54,55,8,1,0,1,0.5033421762025617
8250.0,0,759,100,9,28,1,1,16,38,23,4,5,1,1,0.5033449417643332
7800.0,0,1473,100,12,7,0,1,3,51,36,8,3,0,1,0.5033481441914353
6600.0,0,1639,50,4,21,0,2,18,51,38,6,1,0,1,0.5033489522845009
6600.0,0,2807,50,14,7,2,1,18,60,40,2,2,0,1,0.5033565322574279
7500.0,0,2424,75,1,5,1,0,9,47,43,6,5,1,1,0.5033577012722148
8250.0,1,2773,75,14,6,1,2,14,60,39,2,5,1,1,0.5033581236280223
7700.0,1,1208,100,6,26,1,1,18,45,59,8,4,1,1,0.5033692739826022
7200.0,0,2307,100,14,5,1,2,14,41,29,1,2,0,1,0.5033738524088734
7800.0,0,2709,50,7,20,1,0,19,47,58,5,3,0,1,0.5033757731561405
7150.0,0,229,25,1,14,1,2,19,41,31,6,3,0,1,0.5033785910192923
7500.0,0,3253,100,1,15,1,2,19,47,26,1,5,1,1,0.5033832915071813
7200.0,0,3356,0,14,18,0,0,10,52,36,3,2,0,1,0.503400116529067
6600.0,0,2245,100,7,1,0,2,16,49,43,2,2,0,1,0.5034087349509735
6600.0,0,3184,50,0,10,0,0,8,37,42,5,2,0,1,0.5034090990612858
7150.0,1,1119,50,5,25,0,2,10,40,26,7,3,0,1,0.503414641324775
6500.0,0,3176,100,12,10,1,2,13,39,59,8,3,0,1,0.5034248825016332
7700.0,0,1209,50,8,26,0,1,10,52,29,8,4,1,1,0.5034273465948788
9000.0,0,962,25,11,22,1,0,6,35,22,7,5,1,1,0.5034292077797573
7800.0,0,2529,75,0,4,0,2,12,46,47,7,3,0,1,0.5034292944868397
6600.0,0,2736,100,7,23,0,1,14,47,32,3,1,0,1,0.5034359319108915
7700.0,0,76,0,14,5,0,2,14,42,22,2,4,1,1,0.5034392608685448
8250.0,0,2773,50,11,2,0,2,5,41,29,5,5,1,1,0.503439473518958
6600.0,0,2181,75,0,7,1,2,5,32,22,8,2,0,1,0.5034457589524632
8250.0,0,3074,100,2,10,0,1,11,34,52,6,5,1,1,0.5034478624919216
7800.0,0,2595,50,4,13,1,2,15,56,29,5,3,0,1,0.5034480229189681
6600.0,0,2894,75,4,24,0,2,11,32,23,5,1,0,1,0.503450095708202
7150.0,0,2560,25,2,22,0,2,18,59,27,4,3,0,1,0.5034548112602973
6500.0,0,2187,0,3,29,0,2,18,47,25,5,3,0,1,0.5034616705835283
9000.0,0,480,100,3,10,0,0,14,59,50,6,5,1,1,0.5034692610157605
7500.0,0,2875,0,3,0,0,1,19,37,54,1,5,1,1,0.5034698008174184
6600.0,1,2180,100,0,22,0,0,10,33,35,3,1,0,1,0.50347707790204
7200.0,0,1730,75,14,9,0,1,6,35,49,8,2,0,1,0.5034835731401663
7200.0,0,921,25,3,29,0,0,19,30,31,2,2,0,1,0.5034879631978749
6600.0,0,1861,0,12,25,0,1,19,47,28,1,1,0,1,0.5034952513458204
7200.0,1,2014,0,14,14,1,0,6,31,24,2,2,0,1,0.5034954115192918
8400.0,0,2537,0,7,6,0,1,4,52,30,7,4,1,1,0.5035042972305457
6500.0,0,3301,25,13,26,1,0,12,39,50,7,3,0,1,0.5035064747637605
7500.0,0,2279,100,10,16,1,0,17,48,45,2,5,1,1,0.5035127093869134
7200.0,0,928,0,3,13,0,1,19,31,51,5,2,0,1,0.5035277405869236
7800.0,0,1116,100,0,14,1,0,11,46,24,4,3,0,1,0.5035384932409377
7200.0,0,1841,50,6,16,1,2,19,55,31,4,2,0,1,0.5035443730205287
7200.0,0,2099,50,8,15,1,1,15,31,34,3,2,0,1,0.5035445840500599
7150.0,0,956,50,1,14,1,1,18,59,24,3,3,0,1,0.5035581464330622
6500.0,0,2741,25,5,11,0,0,11,58,45,5,3,0,1,0.5035664735200953
6600.0,0,1847,50,9,27,0,0,13,53,41,6,1,0,1,0.5035674422103612
6500.0,0,1430,0,4,12,0,0,4,46,26,7,3,0,1,0.5035846934733011
9000.0,0,477,100,7,13,1,2,14,34,36,7,5,1,1,0.5035915872298371
8400.0,1,1131,0,9,10,1,1,13,37,29,2,4,1,1,0.5035931033541952
8250.0,0,97,25,9,5,1,0,10,36,40,6,5,1,1,0.503608995474055
6750.0,0,220,50,3,16,1,0,14,39,37,6,5,1,1,0.5036135210628447
6750.0,0,1146,50,9,22,1,1,14,39,37,7,5,1,1,0.5036227198943634
6600.0,0,2227,50,0,19,1,0,19,39,38,2,2,0,1,0.5036258585786528
7200.0,1,1870,25,8,11,1,1,10,35,54,8,2,0,1,0.5036285654400051
7200.0,0,845,50,14,6,2,1,16,51,22,1,2,0,1,0.5036434696455376
6500.0,0,862,0,5,14,1,2,16,30,26,5,3,0,1,0.5036577071148735
8400.0,0,1848,50,6,23,0,0,9,40,39,7,4,1,1,0.5036713741999311
7200.0,0,2712,25,7,24,1,2,15,47,32,7,2,0,1,0.5036714882685815
7500.0,0,1134,25,14,5,1,1,13,34,31,2,5,1,1,0.5036716943506225
7200.0,1,918,50,12,18,0,0,5,46,36,6,2,0,1,0.5037100603568682
9000.0,0,1435,75,4,28,1,0,16,52,32,5,5,1,1,0.5037188883716814
6600.0,0,290,0,0,3,0,0,17,31,44,2,1,0,1,0.5037271448331417
7800.0,0,2080,75,0,19,0,1,19,54,53,6,3,0,1,0.5037275891499844
6600.0,0,662,0,5,12,1,1,13,31,37,7,1,0,1,0.5037593290688833
6750.0,0,1588,50,5,5,0,2,14,35,53,7,5,1,1,0.5037605530312534
9000.0,0,1953,50,7,19,1,1,13,32,42,7,5,1,1,0.5037620620521813
6500.0,0,1620,25,7,19,0,1,14,51,44,7,3,0,1,0.5037669336161784
6600.0,0,2684,50,9,15,1,2,9,35,25,6,2,0,1,0.5037742705383497
7150.0,0,1482,25,5,6,0,1,7,31,44,8,3,0,1,0.5037832096589688
7500.0,0,426,50,5,29,1,1,18,37,40,8,5,1,1,0.5037921056457187
7000.0,1,1403,100,14,4,0,2,11,36,31,0,4,1,1,0.5037952260783288
7800.0,1,2386,0,7,16,1,0,11,39,51,6,3,0,1,0.5037956594205875
7500.0,0,1567,25,0,7,0,0,13,50,27,1,5,1,1,0.5037972084864513
6600.0,0,647,25,4,1,0,0,9,54,43,6,1,0,1,0.5038033733108983
7200.0,0,2779,0,14,5,1,2,4,42,25,7,2,0,1,0.5038213224351639
8400.0,0,3362,75,0,14,1,0,11,52,34,4,4,1,1,0.5038222657315579
6600.0,0,2649,0,0,4,1,2,11,31,27,5,2,0,1,0.5038280000959561
9000.0,0,935,25,11,5,1,2,11,30,28,5,5,1,1,0.5038289672617268
7700.0,0,3117,75,4,6,0,2,6,53,23,5,4,1,1,0.5038499801907688
6600.0,0,3211,50,4,27,1,1,15,57,28,5,1,0,1,0.5038516409797102
9000.0,0,673,100,1,10,1,0,18,59,30,1,5,1,1,0.5038545650885862
6750.0,0,2471,0,8,12,1,2,19,57,47,6,5,1,1,0.5038583655188034
6500.0,0,1348,75,14,11,1,0,6,41,31,5,3,0,1,0.5038617310712988
6600.0,0,2615,0,5,25,0,0,14,54,34,4,2,0,1,0.5038640396588052
7800.0,0,1383,0,4,9,1,0,18,50,53,5,3,0,1,0.5038750830359319
7200.0,0,472,75,9,1,0,1,10,49,45,6,2,0,1,0.5038873791632751
8400.0,0,891,50,14,8,1,0,5,51,39,8,4,1,1,0.5039141072728978
7000.0,0,3031,50,3,11,1,1,13,55,47,7,4,1,1,0.5039183828680563
8400.0,0,1268,75,11,9,1,0,19,39,50,1,4,1,1,0.5039252935174099
6600.0,0,3368,75,2,14,1,2,18,36,23,0,1,0,1,0.5039303442083369
6600.0,0,2617,75,5,18,0,2,10,30,27,5,2,0,1,0.5039304330910961
6600.0,0,1877,100,14,17,0,1,14,57,33,2,1,0,1,0.5039381396914875
9000.0,0,1562,75,12,13,0,1,10,59,39,6,5,1,1,0.5039565310864322
6600.0,0,81,100,10,6,1,0,13,44,23,0,1,0,1,0.5039597195448658
6500.0,0,2154,75,14,14,1,0,11,45,27,1,3,0,1,0.5039617651660135
8400.0,0,2294,0,12,15,0,0,6,30,41,6,4,1,1,0.5039622014394692
7200.0,0,2393,25,4,19,0,0,4,56,29,8,2,0,1,0.5039665724563851
7800.0,0,2347,25,11,13,0,2,19,48,50,4,3,0,1,0.503974533126747
6600.0,0,718,50,8,16,0,1,9,40,28,6,1,0,1,0.5039878284932499
9000.0,0,2775,50,14,19,1,0,17,36,54,3,5,1,1,0.5040098112269192
6750.0,0,3131,25,6,19,0,2,18,48,36,3,5,1,1,0.5040111864841864
9000.0,0,208,0,12,5,0,1,11,47,31,4,5,1,1,0.5040282472676907
7800.0,0,1338,75,7,25,0,1,16,49,32,4,3,0,1,0.504041620514854
6600.0,0,3289,0,5,4,0,1,5,51,34,6,2,0,1,0.5040432679356318
6600.0,0,1097,75,2,8,1,0,9,43,26,4,1,0,1,0.5040591199975222
7200.0,0,960,0,9,18,0,0,12,60,43,7,2,0,1,0.5040960808729867
7800.0,1,1085,75,5,0,1,0,10,40,46,3,3,0,1,0.5040989917510952
8400.0,0,234,50,1,1,1,0,18,55,35,1,4,1,1,0.5041264299180631
7700.0,1,215,75,14,19,1,0,18,39,49,2,4,1,1,0.5041281264419134
6600.0,1,2067,75,2,25,1,2,18,56,49,8,2,0,1,0.5041352630502283
6750.0,0,2886,75,2,13,0,0,17,51,41,0,5,1,1,0.5041449137680462
6500.0,1,3099,75,4,22,0,2,18,44,41,2,3,0,1,0.5041470675334239
9000.0,0,466,25,10,4,1,0,18,52,60,5,5,1,1,0.5041492833752692
6750.0,0,3343,100,3,17,1,1,16,39,45,4,5,1,1,0.5041650421741379
7500.0,0,1110,25,12,12,1,2,18,35,48,6,5,1,1,0.5041685918500197
7500.0,0,370,25,4,19,0,2,19,39,44,7,5,1,1,0.5041811551078661
8400.0,0,2178,50,10,0,0,1,14,56,46,2,4,1,1,0.5041845799628587
7150.0,0,2004,75,6,22,1,2,10,30,28,8,3,0,1,0.5041876881140035
8250.0,1,2782,75,9,13,2,0,16,45,60,4,5,1,1,0.5041881697056335
9000.0,0,744,75,6,4,0,2,10,46,28,5,5,1,1,0.5041969297043314
7200.0,1,482,50,0,0,1,1,18,60,51,4,2,0,1,0.5041969868468483
7500.0,0,1062,50,10,25,1,0,16,31,53,7,5,1,1,0.5042159818841281
6600.0,0,2957,25,13,14,0,0,4,34,32,4,2,0,1,0.5042204250287724
7000.0,0,1399,50,9,8,1,1,6,35,36,8,4,1,1,0.5042300291948388
7150.0,0,2222,100,14,20,1,1,11,36,46,7,3,0,1,0.5042382717294455
8400.0,0,2503,0,11,2,1,0,6,51,47,7,4,1,1,0.5042426033126671
7000.0,0,1057,50,12,16,1,0,14,58,46,6,4,1,1,0.5042481439317967
7800.0,0,123,100,11,20,0,2,13,31,42,8,3,0,1,0.5042496121776702
8250.0,0,2851,100,11,16,0,1,6,38,48,8,5,1,1,0.5042653626319771
7800.0,0,224,50,10,14,1,0,17,38,51,5,3,0,1,0.5042683126574327
6600.0,0,1750,100,3,5,2,1,16,32,33,2,1,0,1,0.5042752656284577
7200.0,1,1569,25,0,24,0,1,12,39,31,5,2,0,1,0.504276333512575
7000.0,0,2347,25,11,3,1,1,5,53,34,7,4,1,1,0.5042768074488935
8250.0,0,2304,0,4,13,0,0,11,45,33,3,5,1,1,0.5042823314661016
8400.0,0,2417,50,12,16,0,1,9,58,37,6,4,1,1,0.5042838951078749
8400.0,1,772,100,7,22,0,1,8,34,39,7,4,1,1,0.50429897989351
8400.0,0,105,0,13,3,1,1,17,37,47,4,4,1,1,0.5042993941711214
9000.0,1,2604,100,3,9,1,0,8,36,26,0,5,1,1,0.5043014849223756
7200.0,0,2543,100,5,13,1,1,13,49,35,4,2,0,1,0.5043056855627354
6600.0,1,295,25,2,17,1,0,5,59,23,8,2,0,1,0.5043112797967988
7000.0,0,1994,100,9,13,0,2,11,47,43,7,4,1,1,0.5043279069698771
7800.0,0,1915,100,12,15,1,1,14,41,31,2,3,0,1,0.5043518642311524
7000.0,1,3257,100,9,16,2,1,15,50,48,4,4,1,1,0.5043583666434905
6600.0,0,1988,75,12,15,1,0,16,33,57,4,2,0,1,0.5043603153683521
9000.0,0,3218,25,14,13,1,1,13,56,40,4,5,1,1,0.5043652751645804
7500.0,1,2187,50,10,9,1,1,8,42,55,8,5,1,1,0.5043777450323625
7700.0,0,2848,75,8,0,1,1,8,37,59,8,4,1,1,0.5043864036668745
7200.0,0,3399,100,7,1,1,0,6,55,31,2,2,0,1,0.5043910899207984
7200.0,0,1498,50,0,3,0,2,16,38,37,3,2,0,1,0.5043956809429365
9000.0,1,2106,25,9,21,0,0,4,38,26,4,5,1,1,0.5043990431877032
8400.0,1,2723,75,6,26,1,0,5,54,31,7,4,1,1,0.5044012915682127
7700.0,0,202,75,4,19,0,1,11,47,35,8,4,1,1,0.5044121888949068
9000.0,0,2956,25,10,15,1,0,2,60,23,7,5,1,1,0.5044228353116043
7800.0,0,2377,0,2,8,0,0,17,57,47,2,3,0,1,0.5044236221249696
7700.0,0,1434,100,5,9,0,2,8,53,30,7,4,1,1,0.504423764621311
7200.0,0,963,100,7,1,1,0,17,45,53,2,2,0,1,0.5044333245948881
7200.0,0,2826,75,8,7,0,2,19,58,53,3,2,0,1,0.5044432810627695
6600.0,0,560,50,14,1,0,2,2,60,23,8,1,0,1,0.5044625277150238
8400.0,0,1106,0,7,18,1,2,15,32,33,7,4,1,1,0.5044636238790172
6600.0,0,2167,50,9,15,0,0,11,45,58,7,1,0,1,0.5044651385392516
8400.0,1,3125,75,3,21,1,1,13,37,60,8,4,1,1,0.5044752817211294
6600.0,0,2191,0,1,20,1,1,15,30,22,3,2,0,1,0.5044792944827883
7200.0,1,317,0,1,12,1,1,5,39,22,8,2,0,1,0.504482555484597
6600.0,0,1997,50,12,13,1,0,19,59,50,2,1,0,1,0.5044890312261905
7500.0,0,205,0,4,8,1,1,13,55,23,5,5,1,1,0.5044958863137181
7500.0,0,1605,50,4,13,1,1,18,55,54,7,5,1,1,0.5045022967568776
7700.0,0,1593,50,1,14,1,0,18,35,60,6,4,1,1,0.50453029976534
8400.0,1,3110,0,3,12,1,0,3,43,37,7,4,1,1,0.5045311430983672
8400.0,0,2746,75,6,3,1,0,9,35,52,5,4,1,1,0.5045339973439559
6600.0,0,1791,75,8,8,0,0,15,32,50,1,1,0,1,0.5045357219229133
7000.0,1,514,25,10,25,0,2,14,46,43,8,4,1,1,0.5045450981723713
6600.0,0,1440,0,12,28,0,1,11,51,34,8,1,0,1,0.5045452422192391
7800.0,1,2867,75,10,2,1,1,8,44,43,3,3,0,1,0.5045516954924962
8400.0,0,2464,0,12,20,1,1,19,46,56,6,4,1,1,0.5045726075064023
7800.0,0,1573,25,2,16,0,1,14,45,31,4,3,0,1,0.5046189114597541
6600.0,0,1439,100,12,26,1,0,13,59,29,4,2,0,1,0.5046421949866572
7800.0,0,3321,25,9,17,1,2,14,53,32,5,3,0,1,0.5046424229780292
6600.0,0,2648,50,10,0,0,1,10,35,53,4,1,0,1,0.5046622746173656
8250.0,1,992,50,1,6,0,1,13,42,42,3,5,1,1,0.5046707647080667
7800.0,0,1424,25,10,20,0,2,18,51,54,8,3,0,1,0.504672820431914
6600.0,0,889,75,8,0,1,1,11,48,35,4,1,0,1,0.504677609251169
9000.0,0,2249,75,3,13,0,0,6,50,41,7,5,1,1,0.5046829260085431
7800.0,0,3113,0,4,0,0,1,6,50,31,4,3,0,1,0.5046847060435429
9000.0,1,3022,25,14,18,1,1,4,46,35,7,5,1,1,0.5046878184137978
7200.0,0,2316,0,5,13,1,0,8,52,36,7,2,0,1,0.504690594719793
6600.0,0,668,100,0,13,2,1,17,49,40,7,1,0,1,0.5047234475797864
6600.0,0,2650,75,4,11,1,0,1,41,31,8,1,0,1,0.5047310428845154
7150.0,0,457,50,1,17,0,1,18,55,39,5,3,0,1,0.5047400395009277
6750.0,0,409,25,3,12,1,2,15,47,30,7,5,1,1,0.5047538212299157
7200.0,0,1830,0,12,3,1,0,13,56,54,5,2,0,1,0.50475605195315
6600.0,0,3036,0,13,5,1,0,8,33,36,2,1,0,1,0.5047646521380096
7150.0,0,920,0,5,26,0,1,19,54,31,4,3,0,1,0.5047865842473154
7500.0,0,2756,25,3,29,1,0,11,30,37,7,5,1,1,0.5047875683344367
7500.0,0,464,100,4,9,1,0,19,46,36,0,5,1,1,0.5048047636169465
7500.0,0,3071,75,2,7,0,1,12,54,49,5,5,1,1,0.5048104862179004
6600.0,0,232,100,11,10,0,0,7,38,43,6,2,0,1,0.5048122405929194
7200.0,0,2643,75,11,6,1,0,1,39,43,8,2,0,1,0.5048140619210516
7500.0,0,2002,100,12,10,0,0,8,49,54,6,5,1,1,0.5048212790427904
8400.0,0,1765,75,0,4,1,1,17,49,37,2,4,1,1,0.5048309602656518
7800.0,0,3060,50,10,11,1,0,4,43,26,4,3,0,1,0.5048326985280327
7700.0,0,1520,50,7,12,2,0,14,35,48,6,4,1,1,0.5048342147273138
7700.0,0,1786,0,3,10,1,1,19,57,57,7,4,1,1,0.5048350892949969
7200.0,0,1485,0,0,24,1,0,17,30,34,4,2,0,1,0.5048396185434434
7800.0,0,1308,25,1,13,0,0,19,52,35,0,3,0,1,0.504839821121448
9000.0,0,2695,100,3,24,2,0,17,55,41,5,5,1,1,0.5048513628622807
7150.0,0,106,25,13,27,0,1,10,31,33,8,3,0,1,0.5048601024625444
6500.0,0,3055,100,9,20,1,0,18,37,58,3,3,0,1,0.5048616932559021
7500.0,1,1402,100,3,1,0,0,11,59,44,1,5,1,1,0.5048624732503012
6600.0,0,2775,50,0,18,0,0,11,54,39,5,2,0,1,0.504862703207595
7700.0,0,1634,100,8,15,0,1,14,45,58,7,4,1,1,0.5048673788819169
6750.0,0,3370,100,4,5,0,0,7,31,42,2,5,1,1,0.5048778155243339
6500.0,0,632,100,9,7,0,1,15,51,58,6,3,0,1,0.5048933891788167
7800.0,1,793,75,1,3,1,2,10,49,38,7,3,0,1,0.5049005348272125
7500.0,0,3302,25,0,11,1,2,16,45,24,2,5,1,1,0.5049020956434674
7800.0,0,234,50,7,23,1,1,19,38,47,7,3,0,1,0.5049153420206246
8400.0,0,816,100,11,14,0,0,7,32,44,6,4,1,1,0.5049192805085075
7150.0,0,889,75,5,20,1,2,18,36,37,6,3,0,1,0.5049197856973489
8400.0,0,2684,25,9,6,0,1,9,53,52,7,4,1,1,0.5049342775077451
8400.0,0,2637,100,8,13,0,1,12,57,42,4,4,1,1,0.5049573069474104
8250.0,0,1601,25,11,19,1,2,18,55,44,7,5,1,1,0.5049781370088635
7000.0,1,731,25,7,12,0,1,5,43,34,7,4,1,1,0.5049856672423918
8250.0,0,3241,50,10,28,2,1,16,50,37,6,5,1,1,0.5049892958668851
8400.0,0,209,100,8,25,1,0,14,59,38,7,4,1,1,0.5049988185755317
6600.0,0,2946,100,7,4,0,1,2,49,39,7,2,0,1,0.505000171416664
9000.0,0,2829,100,1,4,0,1,8,34,55,7,5,1,1,0.5050003213281583
6750.0,0,3304,0,7,19,1,0,10,49,25,3,5,1,1,0.5050017037374431
6750.0,0,1709,25,7,2,0,2,17,35,39,1,5,1,1,0.505017836600292
7800.0,0,2890,50,1,1,0,0,14,38,47,0,3,0,1,0.505019171063944
8400.0,0,1471,100,13,19,1,2,13,34,26,4,4,1,1,0.5050201686785517
8250.0,1,2886,100,11,20,0,0,10,53,34,0,5,1,1,0.5050332772084472
6500.0,0,1103,25,9,11,0,0,3,32,35,7,3,0,1,0.5050359329049771
7800.0,0,2809,50,6,1,0,1,15,40,54,2,3,0,1,0.5050441371558133
6600.0,0,168,100,11,19,1,1,19,57,48,6,1,0,1,0.505047153864184
