Monthly_Salary,Risigned_enc,Hire_Date_enc,Remote_Work_Frequency,Sick_Days,Overtime_Hours,Gender_enc,Promotions,Team_Size,Work_Hours_Per_Week,Age,Department_enc,Performance_Score,High_Performance,High_Salary,propensity_score
4800.0,0,2879,75,5,15,0,0,10,60,22,1,2,0,0,0.5036232464061323
4200.0,1,1957,0,2,5,0,2,3,35,26,7,2,0,0,0.5036431820134224
4800.0,0,2560,100,8,6,0,2,12,48,44,5,2,0,0,0.5036433288326441
4200.0,0,2263,75,14,20,1,1,17,49,53,6,2,0,0,0.5036509053907875
3850.0,0,135,25,13,15,0,2,17,57,38,6,1,0,0,0.5036555755580067
4900.0,0,1429,25,3,10,0,0,7,42,44,8,4,1,0,0.5036695995083068
4550.0,0,718,25,13,5,1,1,14,51,41,5,3,0,0,0.5036708136422784
4800.0,1,2649,100,9,1,1,2,7,33,52,7,2,0,0,0.5036725712125979
4200.0,0,2678,25,8,3,1,1,14,42,57,6,2,0,0,0.5036808644247449
5850.0,0,353,75,6,22,1,0,19,45,25,1,3,0,0,0.5036991115323137
5400.0,0,1784,25,13,6,1,1,12,44,37,4,2,0,0,0.5037045884842498
5850.0,0,2970,0,5,25,0,1,19,52,37,3,3,0,0,0.5037102811616976
5850.0,0,175,0,3,18,0,2,18,56,28,6,3,0,0,0.5037243810549445
4900.0,0,3016,25,2,10,0,0,8,36,47,6,4,1,0,0.5037431661191809
4400.0,1,3243,75,7,21,1,1,10,56,34,5,1,0,0,0.5037713735205434
5250.0,0,2281,75,14,12,1,0,4,44,43,8,5,1,0,0.5037777347241064
6000.0,1,2980,100,9,13,0,1,12,45,51,3,5,1,0,0.5038388785633415
4900.0,0,210,100,5,9,0,1,18,48,38,2,4,1,0,0.50383930125366
6050.0,0,1646,50,11,23,0,2,8,51,23,8,1,0,0,0.5038401718284995
4800.0,0,3024,25,8,4,2,2,16,52,30,3,2,0,0,0.5038432090682011
5250.0,0,913,75,2,16,1,0,18,47,57,7,5,1,0,0.5038439275513901
4400.0,0,446,50,10,9,0,2,13,50,45,8,1,0,0,0.503848051643847
5500.0,0,1701,0,14,0,1,0,3,30,38,6,1,0,0,0.5038488904325377
5400.0,0,1599,0,13,23,1,1,18,53,23,2,2,0,0,0.5038808400179501
6000.0,0,3039,25,14,29,1,0,19,34,40,1,2,0,0,0.5038875192033804
5400.0,0,1173,50,6,5,1,0,5,42,34,7,2,0,0,0.503890951469658
4400.0,0,2326,50,3,11,0,0,10,40,45,5,1,0,0,0.5038928012788005
4900.0,0,812,100,10,27,1,2,18,33,44,8,4,1,0,0.5038978805902519
5850.0,0,1802,100,14,6,1,0,14,41,40,0,3,0,0,0.5039286498949079
6050.0,0,66,50,0,9,1,0,15,33,41,5,1,0,0,0.503935349415899
5850.0,0,2521,0,4,8,1,0,15,53,41,3,3,0,0,0.5039548401133955
5500.0,1,2887,50,9,21,0,2,9,47,40,7,1,0,0,0.5040009176021572
5250.0,0,0,75,0,1,1,0,9,46,44,8,5,1,0,0.5040301924261014
4550.0,0,3358,75,4,27,1,0,17,40,36,2,3,0,0,0.5040402879592636
5850.0,0,1309,50,14,26,0,2,18,37,45,6,3,0,0,0.5040403739599703
6050.0,0,2468,0,11,12,1,1,8,31,43,8,1,0,0,0.5040409593768606
5600.0,0,2297,75,1,28,0,0,18,58,42,4,4,1,0,0.5040582645594646
5500.0,1,1455,100,5,25,1,2,19,40,57,8,1,0,0,0.5040758753696651
4400.0,0,935,50,12,28,1,0,10,53,22,6,1,0,0,0.5041016299910751
4800.0,0,844,75,14,14,0,1,18,34,47,2,2,0,0,0.5041100595169766
5200.0,0,2054,75,13,15,1,0,14,52,32,1,3,0,0,0.5041162376040798
6000.0,0,190,0,1,20,0,0,18,36,49,6,5,1,0,0.5041185532266619
4400.0,0,1198,75,11,10,0,2,9,41,27,5,1,0,0,0.5041206922238597
5850.0,0,3093,25,0,25,1,0,14,54,22,3,3,0,0,0.504121191131319
4900.0,0,2546,25,3,28,0,0,8,34,33,7,4,1,0,0.5041334692402568
6050.0,0,973,25,3,8,0,0,12,30,43,4,1,0,0,0.5041411507023185
6050.0,0,1647,25,2,2,0,0,9,31,33,2,1,0,0,0.5041468575158674
4950.0,0,1943,50,9,21,1,1,13,38,36,6,1,0,0,0.5041638723871443
4900.0,0,2457,0,12,21,1,0,10,32,45,7,4,1,0,0.5041672864695107
3850.0,0,2577,50,7,12,0,2,11,44,23,3,1,0,0,0.504171293497822
4800.0,0,1380,0,3,9,1,0,11,30,37,5,2,0,0,0.5041836060343848
6300.0,0,1329,75,7,27,0,2,19,41,32,4,4,1,0,0.5041875822685962
5850.0,0,364,75,6,12,0,1,9,42,25,5,3,0,0,0.5041890469576068
6300.0,0,1577,25,4,17,0,0,5,56,25,7,4,1,0,0.504190509185453
5500.0,0,3187,0,9,9,0,2,6,46,37,8,1,0,0,0.5042074553814013
4900.0,0,1599,0,6,9,0,1,16,32,39,2,4,1,0,0.5042260905804513
5200.0,0,2237,50,7,1,0,2,11,39,24,1,3,0,0,0.504232561091908
5600.0,0,1246,0,8,13,0,2,11,40,23,5,4,1,0,0.5042489423578023
6300.0,1,699,75,8,14,0,0,8,40,34,3,4,1,0,0.5042531251480497
6000.0,0,2709,25,13,23,0,1,11,49,39,6,5,1,0,0.5042617305838166
4200.0,0,2138,25,5,10,1,0,14,50,28,1,2,0,0,0.5042786501859662
4200.0,0,2654,75,12,13,1,0,9,51,32,3,2,0,0,0.504297736805399
5600.0,0,659,100,6,26,0,0,15,59,42,6,4,1,0,0.5043152945017021
4200.0,1,3142,100,7,24,1,0,8,39,41,5,2,0,0,0.5043291955720361
4400.0,1,424,50,10,13,0,1,13,45,43,4,1,0,0,0.5043309509365896
5250.0,0,2644,50,14,12,0,1,3,47,39,8,5,1,0,0.5043465450100895
4400.0,1,908,25,5,27,0,0,18,37,37,1,1,0,0,0.5043495759012698
5850.0,0,1434,50,11,19,0,0,15,41,30,0,3,0,0,0.5043542211591072
4800.0,0,2538,50,3,16,1,1,16,53,25,2,2,0,0,0.5043667462764789
6300.0,0,3041,0,12,7,0,1,7,33,57,8,4,1,0,0.5043780770130484
6000.0,0,380,0,2,14,1,0,19,51,59,8,5,1,0,0.5044093994031439
5500.0,0,755,50,13,25,0,0,15,44,31,2,1,0,0,0.5044486146968133
4550.0,0,3088,100,9,4,0,1,5,39,57,8,3,0,0,0.5044509282607702
4900.0,0,2894,50,4,1,0,0,6,54,35,3,4,1,0,0.5044582469838984
6000.0,0,3326,0,12,26,1,1,7,47,28,8,5,1,0,0.5044608053853602
4950.0,1,2530,0,12,9,1,1,10,34,44,4,1,0,0,0.5044670086333946
6000.0,0,1595,75,0,1,1,2,13,33,36,5,5,1,0,0.5044714169648534
4950.0,0,1124,0,13,2,0,0,12,45,49,3,1,0,0,0.5044715440906632
4900.0,0,1474,0,9,6,0,0,3,42,27,5,4,1,0,0.504514752090753
5200.0,1,2873,75,10,9,1,2,16,31,49,2,3,0,0,0.5045147555815014
6300.0,0,1283,100,0,8,0,0,13,54,25,0,4,1,0,0.5045372158398965
6000.0,0,965,25,0,1,0,1,18,60,54,5,5,1,0,0.5045482892494684
6000.0,0,692,100,8,12,0,1,16,31,55,5,2,0,0,0.5045556795285526
4550.0,1,2635,0,11,18,0,1,7,39,27,3,3,0,0,0.5045603101796182
6000.0,0,3162,25,11,15,1,0,9,44,31,3,5,1,0,0.5045868652823661
4950.0,1,2865,0,9,28,0,2,10,49,33,7,1,0,0,0.5045875247837692
4400.0,0,1414,100,4,14,1,0,15,39,60,7,1,0,0,0.5045928478503654
5850.0,0,1055,50,14,8,2,2,13,52,34,7,3,0,0,0.5046122911886304
6300.0,0,1291,100,7,0,0,1,6,30,50,7,4,1,0,0.5046186291092916
4400.0,0,3149,0,7,3,1,0,9,44,43,4,1,0,0,0.5046264574272186
4900.0,0,145,50,13,5,1,0,5,39,22,4,4,1,0,0.5046334337571975
4550.0,0,2236,50,0,7,0,2,9,39,31,6,3,0,0,0.5046339659672263
6000.0,0,1262,100,12,7,0,2,18,50,44,2,5,1,0,0.5046354210185808
4550.0,0,1671,0,14,7,0,0,11,45,55,5,3,0,0,0.5046358492113266
4800.0,0,2172,50,1,21,1,0,19,57,29,1,2,0,0,0.5046620514300992
4900.0,0,24,75,3,28,1,0,13,40,34,8,4,1,0,0.5046697386045856
4800.0,0,20,75,4,27,1,2,17,41,29,8,2,0,0,0.5046714810473921
5200.0,0,2098,50,4,6,1,1,14,35,38,3,3,0,0,0.5046923850450982
5500.0,0,2846,100,2,0,0,1,13,49,46,2,1,0,0,0.5047141214161832
3850.0,1,811,0,8,16,1,0,14,51,36,3,1,0,0,0.5047149383750493
4900.0,0,1259,50,12,18,0,1,17,30,46,3,4,1,0,0.504719433098568
6050.0,0,1091,50,5,5,0,2,18,44,52,5,1,0,0,0.5047243794951297
4200.0,0,1119,0,5,0,1,1,19,52,32,0,2,0,0,0.5047257719310482
5500.0,0,1565,50,4,9,1,1,18,36,29,0,1,0,0,0.5047269611071007
5850.0,0,1050,0,6,25,1,1,10,41,22,8,3,0,0,0.5047299900201976
4950.0,0,880,25,7,6,0,0,17,58,52,3,1,0,0,0.5047311441190502
6050.0,1,3309,0,14,8,1,0,1,60,37,6,1,0,0,0.50473599997306
5250.0,0,1085,25,10,10,1,0,18,58,57,5,5,1,0,0.5047525971038673
5850.0,0,2232,25,1,8,0,1,4,41,33,8,3,0,0,0.504757036016358
6300.0,0,1621,100,0,28,1,0,12,45,33,7,4,1,0,0.5047583483050463
6000.0,0,1743,50,8,1,0,1,11,43,56,6,5,1,0,0.5047612617448406
6000.0,1,154,75,6,17,0,0,3,47,25,6,5,1,0,0.5047691736092538
6300.0,0,1813,25,13,23,1,1,10,54,28,7,4,1,0,0.5047715013323688
4950.0,0,1058,100,7,21,1,0,18,36,44,3,1,0,0,0.504773025964367
4900.0,0,332,100,13,14,1,1,15,47,41,5,4,1,0,0.5047791689820984
6050.0,0,1476,75,13,26,1,1,18,42,34,3,1,0,0,0.5047953002035055
5500.0,0,2004,0,14,23,1,1,17,52,45,6,1,0,0,0.5048123249268746
5500.0,0,3382,75,5,19,1,2,19,58,54,7,1,0,0,0.5048193139408523
6000.0,0,1321,0,5,16,0,0,8,56,39,8,5,1,0,0.5048210239763765
4400.0,1,2814,75,9,0,0,2,15,47,58,2,1,0,0,0.5048215277279254
5850.0,1,776,100,9,0,0,0,4,50,33,2,3,0,0,0.5048245380746837
4550.0,0,1618,100,12,29,0,0,11,51,31,4,3,0,0,0.5048267599093176
6300.0,0,358,75,6,9,0,0,11,34,37,3,4,1,0,0.5048334971705973
5500.0,0,1627,25,14,28,0,1,16,35,24,1,1,0,0,0.5048376284290494
6300.0,0,1236,100,14,16,2,0,14,38,56,7,4,1,0,0.5048385581993801
4200.0,1,562,75,10,12,0,1,3,35,30,6,2,0,0,0.5048491634429987
4800.0,0,3021,25,12,1,0,2,4,31,43,7,2,0,0,0.5048494969132202
4200.0,1,2929,25,13,16,1,2,15,38,52,5,2,0,0,0.5048586839315994
5250.0,1,2124,0,12,14,0,0,7,55,25,1,5,1,0,0.5048602371384802
4950.0,1,2915,50,13,5,1,1,5,55,25,2,1,0,0,0.50487168960758
5500.0,0,3243,100,12,29,0,2,15,60,46,7,1,0,0,0.5048753910618774
4800.0,0,3263,25,9,25,0,0,18,54,57,4,2,0,0,0.5048757913009021
5600.0,0,1811,25,10,14,1,2,12,30,28,5,4,1,0,0.5048800080189368
4200.0,0,2575,0,10,21,0,2,13,34,33,5,2,0,0,0.504896761721364
5600.0,0,1163,50,5,25,0,1,8,45,26,8,4,1,0,0.5049016847496476
4400.0,0,3365,50,5,0,1,0,6,32,24,0,1,0,0,0.5049024021418832
6050.0,0,3193,25,10,24,1,1,9,52,25,6,1,0,0,0.5049042990727572
6300.0,0,3080,0,13,15,0,1,18,31,60,3,4,1,0,0.5049062239871852
6050.0,1,1247,0,10,8,1,2,6,39,29,7,1,0,0,0.5049116105599218
6050.0,0,1085,0,11,2,1,0,14,47,36,1,1,0,0,0.5049132015116546
4950.0,0,82,100,10,9,0,1,15,55,38,3,1,0,0,0.5049216206659456
6000.0,0,1990,50,10,19,0,1,9,40,26,4,2,0,0,0.5049255074902151
6000.0,0,1145,75,7,28,0,1,18,51,45,6,5,1,0,0.5049476439464486
5500.0,0,208,75,12,17,1,2,18,30,49,7,1,0,0,0.5049515349619828
4950.0,1,1225,75,2,5,0,0,10,31,36,0,1,0,0,0.504956410726535
4200.0,0,2929,75,4,18,1,1,8,59,23,6,2,0,0,0.5049658931388316
5250.0,0,802,75,5,21,1,1,14,35,43,8,5,1,0,0.50498050965446
4900.0,0,1498,0,10,3,1,2,12,45,37,6,4,1,0,0.5049864784985431
6050.0,0,1103,75,5,0,0,1,8,40,30,3,1,0,0,0.5050048505913912
4950.0,0,1064,50,8,23,0,0,10,49,25,4,1,0,0,0.5050054053978615
4800.0,1,295,50,12,3,1,1,16,50,46,2,2,0,0,0.5050079331117509
4550.0,0,2582,75,6,20,0,1,16,59,23,0,3,0,0,0.5050120378556866
5850.0,1,2786,0,10,11,0,0,13,30,55,1,3,0,0,0.5050202235865116
4200.0,0,1949,25,7,12,0,2,7,33,35,8,2,0,0,0.5050386733818423
6000.0,0,3215,0,9,22,0,1,13,39,43,5,2,0,0,0.5050411162191343
4800.0,0,243,100,1,10,0,2,16,30,55,8,2,0,0,0.5050481132962897
5500.0,0,3290,50,9,12,1,1,7,45,25,4,1,0,0,0.5050524955356569
5600.0,0,194,100,0,15,0,2,9,44,24,8,4,1,0,0.505055502809208
4900.0,1,1283,75,10,1,0,0,5,41,35,1,4,1,0,0.5050628455290673
4950.0,1,3160,75,11,4,0,2,9,43,51,4,1,0,0,0.5050725058550621
5250.0,0,1851,100,9,20,0,1,13,40,39,4,5,1,0,0.5050750656180562
5500.0,0,1655,75,14,7,1,1,19,54,46,1,1,0,0,0.5050785950188199
5250.0,0,1589,50,5,5,0,1,4,32,26,5,5,1,0,0.5050794802243902
6050.0,0,2222,25,11,24,0,1,12,39,31,4,1,0,0,0.5050954085861676
5250.0,0,767,100,14,12,0,0,1,57,34,8,5,1,0,0.5050973973628738
6000.0,0,510,50,2,8,1,0,15,55,38,4,5,1,0,0.505103064962613
3850.0,0,705,50,12,17,1,1,16,56,42,6,1,0,0,0.5051191077538524
5850.0,0,192,0,1,9,0,2,17,54,36,6,3,0,0,0.5051329515117063
6050.0,0,1388,50,10,4,0,0,8,47,38,3,1,0,0,0.5051405549070944
6300.0,0,2180,100,9,19,1,1,16,50,31,2,4,1,0,0.5051456739152907
6050.0,0,3247,0,10,14,0,0,17,59,44,0,1,0,0,0.5051479226177306
5400.0,0,1979,100,4,18,1,1,7,39,22,6,2,0,0,0.5051569647664584
5400.0,0,1726,25,2,4,1,0,9,45,37,5,2,0,0,0.505189455561375
5850.0,0,566,50,10,24,0,0,19,40,38,1,3,0,0,0.5051943326852043
5850.0,0,681,50,11,17,0,2,13,43,24,4,3,0,0,0.5051947929788482
5500.0,1,1253,25,11,16,0,2,9,46,24,4,1,0,0,0.5051987260964605
5200.0,0,1305,75,7,5,0,0,12,31,47,2,3,0,0,0.5052065388514433
5400.0,0,2043,75,14,24,0,0,11,35,29,1,2,0,0,0.5052532989772517
5400.0,0,2976,75,6,0,0,0,5,37,48,4,2,0,0,0.5052555256786754
4800.0,0,2552,0,5,25,1,1,12,55,33,8,2,0,0,0.5052598929393826
5400.0,1,215,75,0,0,0,0,7,41,57,7,2,0,0,0.5052618954411255
4200.0,0,1366,75,12,29,1,0,13,36,41,6,2,0,0,0.5052629945040832
4200.0,0,2956,75,9,3,1,2,14,35,39,2,2,0,0,0.5052635345293329
4400.0,0,369,25,2,6,0,2,5,34,22,8,1,0,0,0.5052658195691389
4400.0,1,1782,25,9,14,0,2,17,48,46,3,1,0,0,0.5052700490534704
4400.0,0,458,100,12,12,0,0,9,51,27,2,1,0,0,0.505274895299622
5250.0,1,1214,25,5,3,1,2,17,49,28,0,5,1,0,0.5052867352688537
5400.0,0,758,0,7,2,0,2,17,51,43,4,2,0,0,0.505289144186801
4800.0,0,34,50,11,29,1,0,16,58,44,8,2,0,0,0.5053048681949105
6050.0,0,930,100,7,7,1,2,13,35,45,7,1,0,0,0.5053076215094227
4200.0,0,2077,75,12,20,1,1,17,48,49,5,2,0,0,0.5053282851955371
5200.0,0,1871,0,4,1,0,2,12,30,53,7,3,0,0,0.5053291417099283
3850.0,0,2254,0,1,8,0,1,16,60,44,4,1,0,0,0.5053320909632153
4900.0,0,2940,0,10,6,0,0,2,46,24,3,4,1,0,0.5053417841375798
4400.0,0,1776,75,6,14,1,0,14,31,53,5,1,0,0,0.5053558330480213
4800.0,0,1096,25,12,18,1,1,9,59,30,8,2,0,0,0.5053610290823194
5250.0,0,3377,75,0,16,1,0,7,60,26,5,5,1,0,0.5053618378090814
5500.0,0,1522,50,4,12,1,0,16,60,24,0,1,0,0,0.50537952788124
6300.0,0,268,0,2,20,1,0,8,48,22,8,4,1,0,0.505390781412795
6300.0,1,2852,25,13,19,1,0,10,55,34,2,4,1,0,0.5053943430853384
4200.0,0,2743,0,6,19,0,0,12,50,40,4,2,0,0,0.5054015164586888
4950.0,1,2247,100,10,14,0,1,9,51,59,7,1,0,0,0.5054039698418373
4900.0,0,1900,75,14,24,1,2,18,31,44,5,4,1,0,0.5054045599952427
5250.0,0,3391,75,11,21,0,2,11,48,30,4,5,1,0,0.5054052398207358
5250.0,1,2347,100,14,3,1,2,16,47,60,3,5,1,0,0.5054312431653483
3850.0,0,367,50,11,10,0,2,16,42,49,6,1,0,0,0.505435042081103
5400.0,0,2812,0,5,22,1,0,15,36,22,0,2,0,0,0.5054420769442765
4400.0,0,1788,75,14,5,0,2,16,30,55,3,1,0,0,0.5054584221686753
4200.0,0,723,25,5,12,2,1,15,32,26,4,2,0,0,0.5054667551125724
4800.0,0,535,75,8,19,2,2,18,48,34,7,2,0,0,0.5054772647555104
4200.0,0,2029,25,13,9,1,1,10,37,30,3,2,0,0,0.5055228631881812
5500.0,0,2299,50,1,0,1,2,9,30,41,7,1,0,0,0.5055344091554084
5200.0,0,3381,75,13,4,1,2,5,50,43,8,3,0,0,0.5055593642950125
5200.0,0,1264,100,2,22,1,2,16,30,33,6,3,0,0,0.505560818525714
4400.0,1,3028,100,8,1,1,0,6,34,48,2,1,0,0,0.5055671787254772
5200.0,1,2985,50,4,24,1,2,14,58,31,5,3,0,0,0.5055718173038622
4900.0,0,3083,75,1,13,0,0,7,32,29,2,4,1,0,0.5055771486160535
6300.0,0,2565,0,5,3,0,1,15,45,51,3,4,1,0,0.5055797342231424
6050.0,0,1193,25,13,3,1,2,3,40,25,8,1,0,0,0.5055952792511543
4800.0,0,30,0,14,8,0,0,11,49,26,1,2,0,0,0.5055984834909766
6000.0,1,2960,50,5,15,0,1,3,50,32,6,5,1,0,0.5056322002037027
5850.0,0,2027,25,11,20,1,1,16,38,30,2,3,0,0,0.5056354362574408
6300.0,0,917,0,5,17,0,0,10,32,35,5,4,1,0,0.5056375895390421
5500.0,0,1936,25,6,21,0,2,11,37,37,8,1,0,0,0.5056402948688488
6000.0,0,1331,0,13,8,1,2,17,60,46,6,2,0,0,0.5056467335102988
6050.0,0,1583,0,4,15,1,0,12,52,38,6,1,0,0,0.5056471832524099
4900.0,0,1488,50,2,22,1,2,17,45,40,8,4,1,0,0.5056840162812201
4550.0,0,583,50,12,1,0,0,3,47,49,8,3,0,0,0.5057022413965496
5200.0,0,3201,75,5,21,0,1,13,46,45,5,3,0,0,0.5057095296084505
5850.0,1,3113,100,1,15,0,1,15,40,47,1,3,0,0,0.5057169044405907
3850.0,0,2524,0,3,22,0,0,19,39,38,0,1,0,0,0.5057339711209355
4800.0,0,2530,50,12,14,1,2,6,49,29,8,2,0,0,0.5057434239436667
6050.0,0,1337,100,12,27,0,1,16,50,59,8,1,0,0,0.5057643181141469
5600.0,1,792,75,8,6,0,2,1,58,26,8,4,1,0,0.5057681183577909
5850.0,0,1899,50,1,6,1,2,19,39,46,4,3,0,0,0.5057746472449534
6300.0,0,1877,100,5,15,1,2,14,60,23,4,4,1,0,0.505775434627483
4400.0,0,2259,50,0,1,0,1,10,41,22,0,1,0,0,0.5057810573757253
5250.0,0,1580,0,10,9,1,1,8,34,43,8,5,1,0,0.5057894277852927
5400.0,0,2635,75,13,29,1,1,13,35,46,7,2,0,0,0.505790819958533
4950.0,1,1269,50,6,20,1,0,15,34,36,1,1,0,0,0.5057968876324918
5850.0,0,1518,75,9,19,0,0,6,59,36,7,3,0,0,0.5058174418075824
6000.0,0,1195,50,13,6,1,0,10,38,25,0,2,0,0,0.5058200427478905
5250.0,0,1348,50,12,17,1,0,12,31,51,6,5,1,0,0.505821044795235
5850.0,0,2807,25,9,20,0,1,15,43,51,5,3,0,0,0.5058216166631573
5500.0,0,487,50,12,17,1,1,17,51,22,1,1,0,0,0.5058222092925866
5250.0,0,1994,75,10,0,0,1,4,33,31,3,5,1,0,0.5058242165949368
4950.0,0,1457,25,5,4,0,2,3,53,23,8,1,0,0,0.5058302632716756
4400.0,0,242,25,6,3,0,0,6,45,38,6,1,0,0,0.5058328557969739
6000.0,0,1992,75,12,29,0,2,15,43,29,4,2,0,0,0.5058382332647955
6300.0,0,1649,50,1,1,0,0,10,33,31,0,4,1,0,0.5058412477638153
5500.0,0,1253,75,13,6,0,2,7,47,39,7,1,0,0,0.5058527656328008
4200.0,0,1534,0,3,8,2,0,17,40,60,7,2,0,0,0.505870358781581
5200.0,0,946,50,1,20,0,0,11,49,26,4,3,0,0,0.5058714119491331
4550.0,0,2294,100,10,16,1,1,3,41,25,7,3,0,0,0.5058714658543052
4550.0,0,361,50,6,18,0,1,19,50,24,0,3,0,0,0.5058801403891903
4950.0,0,2263,25,10,8,1,1,15,46,48,4,1,0,0,0.5058935296344695
5600.0,0,2270,0,13,10,0,1,6,59,29,5,4,1,0,0.5059010152931586
5250.0,0,3022,50,7,26,1,0,10,47,22,3,5,1,0,0.5059068328921861
4800.0,0,403,0,6,3,0,2,14,41,34,4,2,0,0,0.5059101229427383
6000.0,0,3334,25,10,26,0,1,15,33,27,0,2,0,0,0.505918066327192
4900.0,0,2205,75,6,26,0,0,2,52,25,8,4,1,0,0.505922213409106
5250.0,0,2394,50,13,10,1,1,4,38,30,6,5,1,0,0.5059235269107195
6000.0,0,2430,25,11,20,0,0,11,34,26,0,5,1,0,0.5059257821263871
5200.0,0,761,75,3,4,0,2,15,32,33,2,3,0,0,0.5059270929544903
4950.0,0,3083,0,14,17,0,0,9,51,38,3,1,0,0,0.5059405391127356
3850.0,0,2133,100,10,7,1,1,7,36,37,5,1,0,0,0.5059475075753451
4550.0,0,1718,25,11,11,0,1,5,39,37,7,3,0,0,0.5059629135840573
5400.0,0,3221,25,11,0,0,2,18,43,56,1,2,0,0,0.5059704368141273
4400.0,0,131,0,14,21,0,0,15,37,39,3,1,0,0,0.5059720545449748
5400.0,0,751,25,6,13,1,0,13,57,51,8,2,0,0,0.5059780808915388
4400.0,0,1338,100,11,10,0,2,14,55,25,1,1,0,0,0.5059789258271
4800.0,0,408,100,0,10,1,1,18,30,50,5,2,0,0,0.505983479941962
4950.0,0,1220,75,5,21,0,1,17,40,48,5,1,0,0,0.5059966162585404
5200.0,0,3001,100,9,16,1,0,7,40,50,7,3,0,0,0.5060149508892053
5200.0,0,1416,0,11,8,0,0,11,52,46,4,3,0,0,0.506031327962771
4800.0,0,2673,25,14,17,0,2,12,55,22,2,2,0,0,0.5060499653391947
3850.0,0,2431,0,8,15,0,0,13,34,38,1,1,0,0,0.5060688444528952
5850.0,1,2491,25,10,5,0,2,1,57,31,7,3,0,0,0.5060705092197247
4800.0,0,381,25,11,3,0,0,11,42,35,1,2,0,0,0.5060849161059896
6050.0,0,2239,0,13,5,0,2,1,58,25,8,1,0,0,0.5060871185715862
5850.0,0,2719,50,12,2,1,1,1,55,26,6,3,0,0,0.5060877881727318
4950.0,0,2820,0,1,14,0,0,10,49,27,2,1,0,0,0.5060910434616502
6300.0,1,633,0,13,25,1,0,11,46,50,8,4,1,0,0.5061415546049278
4800.0,0,370,25,9,11,1,2,18,56,26,3,2,0,0,0.506146778600884
4550.0,0,3366,25,6,21,0,0,1,33,26,6,3,0,0,0.5061579111451651
4950.0,0,1857,0,7,5,0,1,12,33,47,4,1,0,0,0.5061632789164213
5850.0,0,1901,75,9,11,1,2,8,40,27,6,3,0,0,0.506168730396935
4400.0,0,2607,0,11,23,0,2,13,52,25,4,1,0,0,0.5061787692431747
4950.0,0,678,0,10,11,0,2,10,30,42,8,1,0,0,0.5061898241281427
4200.0,0,1806,100,8,6,1,2,6,41,36,8,2,0,0,0.5061944153998464
4900.0,0,2996,100,4,11,1,1,15,56,37,2,4,1,0,0.5062095204191143
5250.0,0,1304,100,7,16,1,0,12,33,51,6,5,1,0,0.5062108447102878
5500.0,0,403,100,14,3,0,0,17,54,58,1,1,0,0,0.5062314942686484
5250.0,0,892,100,3,23,1,1,19,58,48,7,5,1,0,0.5062387205606319
6300.0,0,1062,0,10,27,0,0,19,44,60,6,4,1,0,0.5062413407662198
6000.0,0,3155,25,2,0,1,1,14,58,34,1,5,1,0,0.5062536448018826
6050.0,0,2499,25,4,17,0,2,13,30,32,4,1,0,0,0.5062538797148968
5200.0,1,3286,75,0,20,1,2,13,48,36,5,3,0,0,0.5062543748066249
5400.0,0,1464,0,12,26,1,0,3,30,23,8,2,0,0,0.5062577313048163
4550.0,0,3327,25,8,4,0,0,10,46,59,4,3,0,0,0.506266913271361
6300.0,1,2191,100,8,17,0,1,5,31,44,6,4,1,0,0.506276447270486
4900.0,1,1464,0,14,18,1,1,10,35,34,4,4,1,0,0.5062806052144507
4950.0,0,2530,50,8,9,1,1,8,34,51,8,1,0,0,0.5062869457602537
5400.0,0,99,25,13,6,0,1,15,47,29,0,2,0,0,0.5062972135600404
6000.0,0,1312,100,4,26,0,2,16,35,24,3,2,0,0,0.5063018639274665
5400.0,0,3125,100,9,15,0,1,14,55,48,3,2,0,0,0.5063037147206264
5500.0,1,1825,75,12,25,0,1,6,41,36,6,1,0,0,0.5063061165503514
6000.0,0,3009,75,8,29,0,2,18,43,51,6,2,0,0,0.5063094226363295
5250.0,0,736,0,5,6,1,2,18,30,45,5,5,1,0,0.5063141399963814
5200.0,0,1778,25,8,24,0,0,14,31,36,2,3,0,0,0.5063266770000159
6000.0,0,1133,25,10,3,1,0,6,31,29,3,5,1,0,0.5063291643119163
4550.0,0,1689,25,11,2,1,1,11,49,35,3,3,0,0,0.5063336268432739
6050.0,0,1622,50,4,3,1,0,5,46,31,5,1,0,0,0.5063373367587217
6050.0,1,359,50,10,7,1,1,6,35,27,4,1,0,0,0.5063439117516774
6000.0,0,3344,75,13,16,0,2,16,51,43,2,5,1,0,0.5063514741182599
5200.0,0,3024,75,5,2,0,2,7,30,27,2,3,0,0,0.5063544699480632
5850.0,0,3068,100,5,5,2,2,14,37,25,1,3,0,0,0.5063727148215043
5600.0,0,1177,25,14,6,1,0,9,52,48,6,4,1,0,0.5063760916692254
5600.0,0,2175,75,6,4,1,0,7,44,53,7,4,1,0,0.5063795961954858
4950.0,0,3399,100,6,25,0,0,16,52,48,2,1,0,0,0.5063847139028349
4400.0,0,1711,75,8,11,1,1,15,58,56,7,1,0,0,0.5063945427222832
3850.0,0,2857,100,5,2,1,0,11,41,48,2,1,0,0,0.5063965456156699
5400.0,0,777,25,0,7,1,0,14,42,50,6,2,0,0,0.5063969500663958
4400.0,0,1270,50,12,1,1,0,10,32,57,5,1,0,0,0.5063993039901765
6300.0,0,1973,100,6,9,0,0,2,41,32,5,4,1,0,0.5064020998626337
