Monthly_Salary,Overtime_Hours,Risigned_enc,Work_Hours_Per_Week,Hire_Date_enc,Remote_Work_Frequency,Team_Size,Age,Performance_Score,High_Performance,High_Salary,propensity_score
8400.0,19,0,40,3229,0,3,33,4,1,1,0.5104753432906705
6750.0,14,1,38,1526,75,1,47,5,1,1,0.5104827172351251
8250.0,20,0,46,1766,50,10,56,5,1,1,0.510486066258215
7800.0,8,0,36,765,0,11,43,3,0,1,0.5104892608402932
7800.0,10,0,43,1431,0,15,46,3,0,1,0.5105028609250358
7700.0,23,0,36,1911,25,8,41,4,1,1,0.5105068387844982
7700.0,6,0,36,1670,25,9,51,4,1,1,0.5105095294734922
8400.0,20,0,48,2190,50,5,54,4,1,1,0.5105135773830661
8400.0,1,0,48,2680,25,14,60,4,1,1,0.5105193538197627
6600.0,1,0,55,1551,0,4,50,1,0,1,0.5105311174929534
7150.0,29,0,50,1732,50,7,51,3,0,1,0.5105415981515002
8400.0,13,1,46,2918,100,1,58,4,1,1,0.5105532442095218
7500.0,26,0,36,1320,50,16,52,5,1,1,0.5105540201797851
7000.0,27,0,57,1868,0,14,41,4,1,1,0.510561137342705
7200.0,28,0,53,2811,0,3,33,2,0,1,0.5105683820170674
8250.0,11,1,45,2080,75,16,58,5,1,1,0.5105708453944786
7200.0,21,0,44,2299,50,18,58,2,0,1,0.5105976383261155
8400.0,22,0,43,1127,0,8,36,4,1,1,0.5106012124484391
6600.0,7,0,48,354,25,16,59,1,0,1,0.5106034156983548
6600.0,3,0,43,927,0,13,49,1,0,1,0.5106093571531056
9000.0,20,0,31,535,0,6,32,5,1,1,0.5106098530220317
8250.0,26,1,53,1599,25,14,35,5,1,1,0.5106171313493406
6600.0,7,0,45,2602,25,9,53,1,0,1,0.5106186109333362
6600.0,28,1,33,1654,50,2,29,1,0,1,0.5106411699420678
7700.0,10,1,34,423,75,7,51,4,1,1,0.5106421970479028
7200.0,23,0,31,3296,75,4,53,2,0,1,0.5106448318187639
7200.0,5,0,39,2912,0,15,46,2,0,1,0.5106488772057969
7500.0,19,1,50,2486,0,19,31,5,1,1,0.5106581406782237
6500.0,23,0,35,690,0,15,36,3,0,1,0.5106605633686285
9000.0,15,0,41,938,0,14,42,5,1,1,0.5106668063366805
7800.0,2,1,58,3071,0,17,42,3,0,1,0.510667259726781
7000.0,24,0,37,1646,50,18,54,4,1,1,0.510669650203983
8400.0,26,0,37,1478,0,18,36,4,1,1,0.5106796438047279
7800.0,26,0,33,2994,75,16,58,3,0,1,0.5106945278126689
8250.0,5,0,50,1558,0,9,48,5,1,1,0.5106978106906443
8400.0,21,0,34,2776,25,1,37,4,1,1,0.5107067764174759
6600.0,23,0,55,2182,50,10,57,2,0,1,0.5107103373328997
9000.0,27,0,39,2443,75,16,60,5,1,1,0.5107223562753136
7800.0,21,0,48,1400,0,8,38,3,0,1,0.5107245595377509
7000.0,10,0,30,1182,75,2,60,4,1,1,0.5107382864879134
6750.0,18,1,37,1231,0,8,22,5,1,1,0.5107401923648183
6500.0,22,0,60,1144,0,12,44,3,0,1,0.5107497426896275
8250.0,0,0,32,3070,50,3,57,5,1,1,0.5107512211548186
6600.0,29,0,38,1762,0,9,30,1,0,1,0.5107701725913231
7000.0,14,0,35,1172,0,10,38,4,1,1,0.5107725299158523
6500.0,25,0,57,2060,0,17,43,3,0,1,0.5107737318144726
7150.0,20,0,41,181,50,13,56,3,0,1,0.510785166228701
7700.0,5,0,42,2815,0,9,44,4,1,1,0.5107896474418472
8250.0,12,0,51,333,25,16,57,5,1,1,0.5107936724472251
7000.0,3,0,30,2804,50,14,60,4,1,1,0.5107973013440505
8250.0,2,0,48,2737,0,5,46,5,1,1,0.5107983209728855
6600.0,24,1,52,1263,50,18,46,1,0,1,0.5108022458792795
6600.0,11,0,31,1135,50,16,58,2,0,1,0.5108058145574733
6500.0,27,0,31,632,75,16,58,3,0,1,0.5108082727271883
6750.0,13,0,32,372,0,2,34,5,1,1,0.5108085495535871
7150.0,7,0,36,1288,0,12,43,3,0,1,0.5108339650617134
7150.0,15,0,44,1431,25,10,49,3,0,1,0.510846711514523
9000.0,5,0,55,2589,0,3,46,5,1,1,0.5108480285077984
6600.0,28,1,44,3332,50,9,35,1,0,1,0.5108518458872703
7500.0,29,0,44,492,75,2,55,5,1,1,0.510852248792012
8400.0,17,0,40,1818,25,18,50,4,1,1,0.510856097174466
7500.0,26,0,58,3352,0,5,36,5,1,1,0.5108626706937219
6600.0,7,0,57,1962,25,2,54,2,0,1,0.5108797281865058
6600.0,5,0,34,770,25,16,54,1,0,1,0.5108917505549796
7700.0,27,1,49,729,100,9,56,4,1,1,0.5109011521398794
7700.0,0,0,36,1598,25,10,54,4,1,1,0.5109236055979848
9000.0,10,0,48,932,25,5,51,5,1,1,0.510925048382913
7800.0,13,1,41,3260,50,11,43,3,0,1,0.5109276469486167
6600.0,18,0,30,433,25,15,45,1,0,1,0.5109277515932041
8400.0,29,0,48,824,50,9,51,4,1,1,0.510940936408661
8250.0,10,0,50,374,25,9,54,5,1,1,0.510948511059789
7800.0,17,0,55,1380,0,1,39,3,0,1,0.5109494261155
9000.0,17,0,35,1895,50,9,52,5,1,1,0.5109616019829027
7700.0,9,0,50,2829,0,4,42,4,1,1,0.5109717460627367
7800.0,23,0,31,2014,0,15,33,3,0,1,0.5109785582185744
9000.0,15,0,36,2756,50,1,49,5,1,1,0.5109850454187586
7800.0,4,0,46,2161,25,12,56,3,0,1,0.5109976669123204
8400.0,8,1,59,2103,50,17,56,4,1,1,0.5110059149570132
9000.0,10,0,38,1748,25,8,48,5,1,1,0.5110107340313822
8400.0,16,0,30,2097,75,5,57,4,1,1,0.5110124373005084
7700.0,18,1,35,2209,0,12,22,4,1,1,0.5110136073333633
7800.0,17,0,31,733,25,16,46,3,0,1,0.511034463897016
6750.0,14,0,48,1917,25,1,46,5,1,1,0.5110351730994575
7500.0,11,0,52,2028,0,6,43,5,1,1,0.511038681067079
7200.0,29,0,52,464,25,11,45,2,0,1,0.5110438338458356
6500.0,27,0,53,1958,50,11,54,3,0,1,0.5110448974186458
6600.0,25,0,37,1903,50,19,53,1,0,1,0.5110492986261785
8400.0,9,0,59,2418,25,2,53,4,1,1,0.5110544301083808
7150.0,19,0,38,991,75,3,58,3,0,1,0.5110600565921214
7000.0,20,0,59,1249,0,14,45,4,1,1,0.5110601159680198
7200.0,14,0,38,2896,75,4,60,2,0,1,0.5110620480419817
7500.0,8,0,33,1272,0,4,37,5,1,1,0.5110632321709923
6600.0,28,1,42,1273,75,18,48,1,0,1,0.5110663797882468
8250.0,25,0,32,3028,0,10,29,5,1,1,0.5110758413027524
6600.0,13,0,45,77,0,3,39,2,0,1,0.511081055124989
9000.0,21,1,38,2103,25,4,26,5,1,1,0.5110942860542351
6600.0,24,0,49,681,75,2,59,1,0,1,0.5111033956649098
7150.0,29,0,54,2831,50,16,55,3,0,1,0.5111079106902277
6600.0,17,0,41,2538,0,10,37,1,0,1,0.5111252653432237
8250.0,23,0,51,2552,50,5,52,5,1,1,0.5111266283162578
6600.0,28,0,31,2840,25,9,35,2,0,1,0.5111271578777441
7800.0,29,0,41,1372,50,16,51,3,0,1,0.5111427466032274
6600.0,11,1,52,3077,75,4,53,1,0,1,0.5111511672522987
9000.0,14,0,44,1518,25,2,45,5,1,1,0.511155263356534
8250.0,24,0,54,3152,25,12,47,5,1,1,0.5111659982871981
7800.0,14,1,39,2848,0,10,24,3,0,1,0.5111729286372736
8400.0,2,0,51,2503,0,6,47,4,1,1,0.5111750365824117
9000.0,15,0,39,384,0,19,43,5,1,1,0.5111763125643749
6600.0,8,0,45,1679,0,4,41,1,0,1,0.5111802918123369
7800.0,18,0,30,2943,50,4,46,3,0,1,0.5111969845235437
7800.0,8,0,50,2902,50,6,60,3,0,1,0.5111987702818358
7000.0,12,1,43,718,25,5,34,4,1,1,0.5112005551588619
7150.0,3,0,41,2655,0,9,44,3,0,1,0.5112009733275187
7700.0,29,0,32,2178,25,15,38,4,1,1,0.5112047899623955
6600.0,24,0,58,707,0,11,41,1,0,1,0.5112189874604742
7200.0,15,0,34,1201,25,17,48,2,0,1,0.5112362949315542
7200.0,29,0,36,3134,100,2,58,2,0,1,0.5112392595163217
6600.0,10,0,32,1147,25,19,51,2,0,1,0.511239946468931
9000.0,25,0,35,888,25,19,44,5,1,1,0.511254474082196
6600.0,11,0,30,2288,50,14,55,2,0,1,0.5112565107271404
7200.0,11,1,48,2752,0,4,26,2,0,1,0.5112652031973791
8400.0,23,0,57,1482,0,16,43,4,1,1,0.5112652561818961
6600.0,28,1,39,2997,75,9,41,1,0,1,0.5112656514018329
7800.0,14,0,47,514,25,5,48,3,0,1,0.5112679097601233
8250.0,2,0,48,338,25,11,58,5,1,1,0.5112696601049429
7000.0,28,1,58,2881,75,19,53,4,1,1,0.5112853332675064
7700.0,27,0,53,2146,75,3,58,4,1,1,0.5112925711019672
7800.0,1,0,34,891,50,4,58,3,0,1,0.511293580626903
6500.0,9,0,38,2356,50,12,58,3,0,1,0.5113010387865039
7800.0,16,0,32,2471,25,1,38,3,0,1,0.5113021793717474
8400.0,22,0,33,1424,75,14,59,4,1,1,0.5113151594171322
7700.0,9,1,32,973,75,11,51,4,1,1,0.5113258302462795
7000.0,4,0,31,3345,25,8,47,4,1,1,0.5113304448847774
7150.0,26,0,39,1383,0,17,35,3,0,1,0.5113372043727328
7200.0,25,0,59,768,25,13,50,2,0,1,0.5113407802438149
6500.0,29,1,34,2056,25,11,23,3,0,1,0.5113472887476851
9000.0,12,0,32,986,25,5,43,5,1,1,0.5113525259416646
8250.0,4,0,31,2265,25,17,52,5,1,1,0.5113578492702524
7000.0,19,0,34,2957,25,8,40,4,1,1,0.5113863729463808
7200.0,12,0,58,3315,0,14,47,2,0,1,0.5114035658481736
7700.0,25,0,47,853,50,1,48,4,1,1,0.5114056364018912
7800.0,7,0,37,909,0,9,41,3,0,1,0.5114128357407249
7150.0,21,0,41,562,0,9,35,3,0,1,0.5114189096547878
6600.0,23,0,53,965,25,16,50,2,0,1,0.5114279180755155
6750.0,27,0,58,2989,50,6,52,5,1,1,0.5114347965527548
6500.0,2,1,41,125,50,15,52,3,0,1,0.5114363774244898
9000.0,19,0,47,766,50,19,60,5,1,1,0.5114416813336657
7200.0,4,0,43,2361,50,1,57,2,0,1,0.5114510642795338
7150.0,12,0,54,963,0,8,44,3,0,1,0.51146319190371
7500.0,23,0,47,2288,0,5,33,5,1,1,0.5114654765279774
9000.0,13,0,46,592,0,19,46,5,1,1,0.5114695491283725
8400.0,3,0,42,1489,0,14,47,4,1,1,0.5114735178457985
6600.0,10,1,60,2131,0,6,32,1,0,1,0.5114738501747776
7700.0,7,0,56,2256,0,17,51,4,1,1,0.5114741673317996
7700.0,17,0,36,841,0,11,36,4,1,1,0.5114761968849025
8400.0,11,0,30,764,0,17,40,4,1,1,0.5114806182203884
8400.0,13,1,40,1951,50,2,38,4,1,1,0.5114812324534852
9000.0,10,0,31,3165,50,8,52,5,1,1,0.5114813410213497
8250.0,19,0,45,2141,25,5,43,5,1,1,0.5114864206963845
7200.0,27,0,43,3089,75,17,60,2,0,1,0.5114976589576895
8250.0,19,0,47,1703,25,5,44,5,1,1,0.5115031782343485
8400.0,28,1,45,2673,100,6,50,4,1,1,0.51151408044732
6500.0,5,0,59,1265,0,3,47,3,0,1,0.5115206072281622
7200.0,3,0,37,3220,50,6,57,2,0,1,0.5115322653039589
8400.0,11,0,45,1700,25,10,50,4,1,1,0.511542235575572
7500.0,12,0,35,248,50,18,59,5,1,1,0.5115446692014753
9000.0,15,0,50,1244,0,7,40,5,1,1,0.5115529532356935
8400.0,28,0,31,810,100,5,59,4,1,1,0.5115530833177468
6750.0,23,0,36,1800,50,5,46,5,1,1,0.511553648917703
8400.0,16,0,42,2666,0,8,36,4,1,1,0.5115586685389572
8250.0,18,0,46,2318,0,15,40,5,1,1,0.5115642829369501
6600.0,23,0,54,3324,50,18,58,1,0,1,0.511580320697338
6500.0,16,0,57,2102,0,4,40,3,0,1,0.5115858064727156
7200.0,14,0,59,766,0,17,49,2,0,1,0.5115901703417641
7150.0,14,0,30,1044,50,11,52,3,0,1,0.5116039772712806
7000.0,16,0,33,2596,50,11,51,4,1,1,0.5116126594222149
6600.0,17,0,33,2490,50,12,51,1,0,1,0.5116135163924255
8400.0,28,0,31,2238,75,2,48,4,1,1,0.5116171651279747
6500.0,17,0,30,2940,75,16,60,3,0,1,0.5116197569602494
7150.0,8,0,32,1288,0,1,34,3,0,1,0.5116391334406664
8400.0,17,1,54,1971,0,15,30,4,1,1,0.5116485928501249
7200.0,3,0,39,3153,50,9,59,2,0,1,0.511653734484268
7150.0,3,0,32,2009,25,16,52,3,0,1,0.5116588976729025
7800.0,1,0,48,3238,25,3,52,3,0,1,0.5116659563096166
6750.0,12,0,32,2797,25,15,46,5,1,1,0.511682335707232
7150.0,28,0,48,2619,25,2,37,3,0,1,0.511687168467471
9000.0,27,0,39,1804,0,14,32,5,1,1,0.5116960055791742
7800.0,15,0,49,912,25,9,49,3,0,1,0.5117022536525975
6600.0,8,0,49,2022,25,17,56,1,0,1,0.5117065070394972
8250.0,29,0,32,1407,25,14,37,5,1,1,0.5117078151976434
9000.0,11,0,55,1421,0,16,48,5,1,1,0.5117111604328004
6750.0,19,0,44,942,25,1,41,5,1,1,0.5117172934150486
7200.0,14,0,31,587,0,8,34,2,0,1,0.5117190876060241
6600.0,4,0,54,1369,0,15,51,1,0,1,0.5117265399312823
7500.0,4,0,38,528,25,17,55,5,1,1,0.5117296027386034
7150.0,22,0,36,1163,75,11,58,3,0,1,0.5117323295557925
7200.0,21,0,49,1761,0,14,39,2,0,1,0.5117372802167056
7200.0,3,0,54,2444,25,4,54,2,0,1,0.5117386059327252
7800.0,13,0,41,323,0,3,36,3,0,1,0.5117449991341234
8250.0,16,0,40,2186,25,19,49,5,1,1,0.5117458035007256
6600.0,3,0,51,2065,0,9,47,1,0,1,0.5117618078640875
7200.0,29,0,42,3107,50,16,49,2,0,1,0.5117621982869914
7800.0,5,0,57,3250,25,1,52,3,0,1,0.5117629239148054
8250.0,4,0,57,3132,0,9,48,5,1,1,0.5117656359681396
8400.0,19,0,57,1886,25,11,50,4,1,1,0.511768217531967
7200.0,20,0,40,1216,0,11,35,2,0,1,0.5117754962454342
6750.0,7,0,38,334,0,9,41,5,1,1,0.5117830962294733
7700.0,7,1,39,1297,50,17,48,4,1,1,0.5117850019239615
9000.0,2,0,31,2844,50,8,56,5,1,1,0.5117860339337532
7200.0,23,1,40,3034,100,12,53,2,0,1,0.5117860830879031
7500.0,28,0,47,3207,0,5,29,5,1,1,0.5117873900467993
7150.0,20,0,55,2023,50,15,59,3,0,1,0.5117877941664628
6750.0,22,0,45,598,50,19,57,5,1,1,0.5117914085547236
8400.0,20,0,31,1916,0,17,34,4,1,1,0.5118126438892646
8400.0,12,0,41,1629,50,4,53,4,1,1,0.5118318906772968
7800.0,19,0,46,2078,0,19,41,3,0,1,0.5118319176779392
6600.0,24,0,52,932,0,2,33,2,0,1,0.5118374078439083
9000.0,17,0,30,1654,0,10,32,5,1,1,0.5118422908486974
7000.0,20,0,56,1196,0,1,36,4,1,1,0.5118614858097067
9000.0,13,0,33,1114,25,18,48,5,1,1,0.5118638530704104
6600.0,4,0,33,2681,25,14,50,1,0,1,0.5118672837490759
7150.0,14,0,47,3167,50,8,55,3,0,1,0.5118751753982431
7200.0,4,0,36,441,25,17,54,2,0,1,0.5118813294937955
6600.0,9,0,52,407,25,2,50,2,0,1,0.5118855254307014
7200.0,22,0,43,305,0,4,32,2,0,1,0.5118873894978477
6600.0,22,0,55,859,0,12,40,1,0,1,0.5118936526482525
6600.0,3,1,55,2922,25,12,44,1,0,1,0.5119026541485172
7800.0,23,0,59,904,50,4,54,3,0,1,0.5119111333600515
6600.0,21,0,51,2573,0,6,35,1,0,1,0.5119117520879217
8400.0,10,0,55,902,25,12,55,4,1,1,0.5119314863113416
8250.0,29,0,49,3142,50,1,44,5,1,1,0.5119321713098456
7800.0,28,1,47,2499,75,7,42,3,0,1,0.5119366670084312
8400.0,25,0,35,1212,75,12,56,4,1,1,0.5119425549891968
7000.0,6,0,45,905,25,7,51,4,1,1,0.5119472707309973
6600.0,11,0,45,3321,50,17,60,2,0,1,0.5119536209910788
8400.0,19,0,45,8,0,1,33,4,1,1,0.5119583780070753
7000.0,26,0,56,997,50,8,53,4,1,1,0.5119595630429974
7800.0,29,0,44,2344,25,5,36,3,0,1,0.5119739702305456
9000.0,28,0,37,626,0,6,27,5,1,1,0.5119886345988264
9000.0,4,0,44,1630,0,18,48,5,1,1,0.5119903291648357
6750.0,13,1,49,517,50,18,49,5,1,1,0.5119999603293163
7800.0,28,0,31,3121,50,12,43,3,0,1,0.51200040228167
7800.0,26,0,41,2181,50,9,47,3,0,1,0.5120049354089691
8400.0,2,0,30,1616,50,6,55,4,1,1,0.5120103035936672
7700.0,10,0,51,1527,50,7,59,4,1,1,0.5120150327907768
6750.0,0,0,43,785,0,7,45,5,1,1,0.5120164620766343
6500.0,25,1,39,1431,100,18,55,3,0,1,0.5120166665189513
6600.0,3,0,31,285,0,17,44,1,0,1,0.5120217379761055
7800.0,21,0,45,1765,50,6,50,3,0,1,0.5120407250983582
7700.0,22,0,36,866,25,16,43,4,1,1,0.5120420048544165
8400.0,22,0,58,552,25,13,50,4,1,1,0.5120428904784948
7800.0,11,0,46,2403,25,4,46,3,0,1,0.5120453153220165
8400.0,17,0,50,1085,25,6,46,4,1,1,0.5120535190011059
7800.0,22,0,41,1389,50,16,53,3,0,1,0.5120566516142001
9000.0,28,0,48,2204,25,3,37,5,1,1,0.5120600234931089
7200.0,1,0,56,974,25,12,60,2,0,1,0.5120733552279496
6600.0,5,0,30,1952,50,6,53,1,0,1,0.5120744721456405
6600.0,9,1,32,2340,50,17,43,1,0,1,0.5120808088704285
6600.0,28,0,37,1667,75,13,55,2,0,1,0.5120844009438873
8400.0,0,0,55,606,25,5,57,4,1,1,0.512086601535419
6750.0,21,1,55,3217,75,11,50,5,1,1,0.5120985522388121
7150.0,22,0,40,3257,50,5,46,3,0,1,0.51210179445825
6500.0,19,0,44,1920,0,7,34,3,0,1,0.5121018461581159
7150.0,12,0,49,807,25,3,47,3,0,1,0.5121069105983449
7200.0,24,0,35,2986,75,16,57,2,0,1,0.5121095190155305
7800.0,8,0,57,956,25,9,55,3,0,1,0.5121122461093605
6600.0,25,0,54,1692,25,11,45,2,0,1,0.5121125543222129
7700.0,26,0,54,1747,50,5,50,4,1,1,0.5121141568814956
7200.0,25,0,51,1330,0,18,39,2,0,1,0.5121143970044335
7500.0,15,0,56,2804,0,13,43,5,1,1,0.5121189442580272
7800.0,10,0,31,1260,50,4,50,3,0,1,0.5121245034375262
6600.0,23,0,54,2365,0,19,41,2,0,1,0.5121342525051479
7200.0,12,0,34,3370,50,11,52,2,0,1,0.5121460753143374
7800.0,25,0,53,934,0,14,38,3,0,1,0.5121494810703485
7800.0,0,0,53,2835,25,16,60,3,0,1,0.5121504834903287
8400.0,24,0,45,2502,50,15,52,4,1,1,0.5121522638378484
9000.0,24,0,51,821,25,5,42,5,1,1,0.5121554513255099
6600.0,27,0,31,1117,0,15,29,1,0,1,0.5121561212852986
6600.0,29,1,38,2427,100,13,49,1,0,1,0.5121931027485528
7800.0,26,0,37,2279,75,12,55,3,0,1,0.5121939899236398
6600.0,27,0,55,1722,25,15,46,2,0,1,0.5122064220471174
7200.0,26,1,46,3381,50,13,36,2,0,1,0.5122167193960924
6600.0,7,0,48,826,0,12,45,1,0,1,0.5122204401742303
6600.0,24,0,50,1387,50,12,53,1,0,1,0.5122244273580518
8400.0,21,0,55,1459,0,11,39,4,1,1,0.5122295056528129
8400.0,28,0,37,1159,0,16,31,4,1,1,0.5122333126483809
7150.0,21,0,42,1701,25,6,40,3,0,1,0.512250215026797
8400.0,26,0,47,2738,50,2,45,4,1,1,0.512253296730196
9000.0,4,0,55,1018,25,17,60,5,1,1,0.5122533729100929
8250.0,1,1,38,2939,25,12,38,5,1,1,0.5122570830245713
8250.0,5,0,34,659,0,4,37,5,1,1,0.5122642031286143
6600.0,0,1,60,2515,50,15,57,1,0,1,0.512267520472967
6500.0,26,1,58,1888,50,4,37,3,0,1,0.512272205467428
8400.0,17,0,44,575,50,14,56,4,1,1,0.5122741128935255
6500.0,0,0,46,1714,25,6,53,3,0,1,0.5122801913578663
9000.0,5,0,52,873,25,8,54,5,1,1,0.5122843446194079
7000.0,27,0,37,2471,50,19,49,4,1,1,0.5123023720383798
9000.0,20,0,45,3347,50,4,48,5,1,1,0.5123170098876343
9000.0,23,0,54,294,0,17,41,5,1,1,0.5123195234818422
8400.0,19,0,56,343,50,11,58,4,1,1,0.512322042126046
7200.0,12,1,39,314,0,5,22,2,0,1,0.5123239527827529
8250.0,20,0,48,2036,75,1,57,5,1,1,0.5123250082452864
7000.0,28,0,48,1041,50,16,52,4,1,1,0.5123266252487628
7500.0,12,0,55,343,25,9,52,5,1,1,0.5123319326919625
6500.0,27,0,60,1353,75,5,60,3,0,1,0.5123359677640883
9000.0,18,0,35,2332,50,2,45,5,1,1,0.5123375917233551
8250.0,26,0,60,2268,0,2,33,5,1,1,0.5123487584637061
9000.0,24,0,41,702,25,1,36,5,1,1,0.5123492189462782
8250.0,22,0,38,392,75,11,58,5,1,1,0.5123511928745665
9000.0,8,0,51,1531,25,1,48,5,1,1,0.5123627391822391
7800.0,15,0,43,1724,0,2,33,3,0,1,0.5123672337267093
8400.0,12,0,43,2382,50,14,57,4,1,1,0.512377404322806
6500.0,6,0,54,2870,0,18,49,3,0,1,0.5124086799200621
8400.0,29,0,34,3323,0,19,29,4,1,1,0.5124183550138465
7200.0,27,0,32,1034,100,7,59,2,0,1,0.5124190909662835
6600.0,10,0,37,2308,25,1,41,2,0,1,0.5124343536275755
9000.0,7,0,54,1430,0,7,44,5,1,1,0.5124378114816535
7200.0,26,0,37,3209,0,7,26,2,0,1,0.5124402763900094
9000.0,27,0,52,932,25,9,42,5,1,1,0.5124457314083427
8400.0,2,0,30,1683,25,11,48,4,1,1,0.5124475268303977
7000.0,23,0,48,1102,25,14,45,4,1,1,0.5124522383690692
7700.0,12,0,30,2656,0,2,29,4,1,1,0.5124532462382713
8400.0,13,0,51,2365,50,1,53,4,1,1,0.5124610452374974
7150.0,21,0,32,1465,25,4,35,3,0,1,0.5124656238875887
9000.0,6,1,33,3027,100,3,54,5,1,1,0.5124741231095982
7700.0,4,0,33,202,25,5,46,4,1,1,0.5124867646953855
6600.0,28,0,56,670,50,10,52,2,0,1,0.5124934146895452
7500.0,23,0,38,1607,0,3,27,5,1,1,0.5125046656934455
8400.0,2,1,46,1528,50,3,45,4,1,1,0.5125053982610853
7200.0,14,1,57,1391,0,10,29,2,0,1,0.5125072606331068
7150.0,19,0,32,2318,0,2,26,3,0,1,0.5125090710120432
7500.0,13,0,50,1598,0,3,37,5,1,1,0.5125120576642526
7200.0,21,0,31,17,0,2,26,2,0,1,0.512516116089548
8400.0,25,0,31,3416,50,7,41,4,1,1,0.5125163468982807
9000.0,14,0,56,3162,25,13,51,5,1,1,0.5125212488799582
6600.0,19,0,35,774,0,8,31,1,0,1,0.5125235260590382
7150.0,13,0,60,2521,0,11,44,3,0,1,0.5125237065910495
6500.0,7,0,43,778,25,12,51,3,0,1,0.5125420950161159
6600.0,26,0,43,2207,50,18,51,2,0,1,0.5125440752520195
8250.0,7,0,34,341,25,6,45,5,1,1,0.5125442972702126
7000.0,27,0,40,1465,0,6,27,4,1,1,0.5125493623334398
8250.0,20,0,53,2409,0,12,38,5,1,1,0.5125609285773917
7800.0,18,0,45,1761,0,13,37,3,0,1,0.512563698061553
6600.0,27,0,38,2549,100,5,59,2,0,1,0.5125678753954211
7800.0,8,1,37,2974,75,18,53,3,0,1,0.5125723196526704
6600.0,10,0,36,944,25,15,48,1,0,1,0.5125750337589257
6600.0,11,0,40,1706,50,11,55,1,0,1,0.5125814812071982
7700.0,19,0,41,255,25,4,40,4,1,1,0.5125948449724688
9000.0,26,0,38,218,0,7,28,5,1,1,0.5125953585262742
6750.0,12,0,30,2689,0,13,34,5,1,1,0.5126028032736598
8400.0,24,0,48,2994,75,8,57,4,1,1,0.5126039296654183
6600.0,10,0,42,1509,25,1,43,2,0,1,0.5126288664366385
6600.0,8,0,46,1354,0,13,43,1,0,1,0.5126368676882666
7000.0,1,0,47,1616,25,16,57,4,1,1,0.5126402428321726
6750.0,13,0,47,633,50,15,59,5,1,1,0.5126579027488427
6600.0,11,0,30,1137,50,8,50,2,0,1,0.5126640868410417
8400.0,11,0,31,115,50,10,52,4,1,1,0.5126666350272586
6600.0,18,0,43,73,0,19,40,1,0,1,0.5126862467306109
7200.0,28,0,34,1030,75,17,55,2,0,1,0.5126903235227785
6600.0,20,0,48,134,50,1,49,2,0,1,0.5126909971701188
8400.0,23,0,38,1023,100,1,60,4,1,1,0.512694980881843
7800.0,29,0,38,862,25,17,39,3,0,1,0.5127255355638254
7200.0,14,0,55,1129,0,15,44,2,0,1,0.5127276602003724
7800.0,24,0,50,1295,0,14,36,3,0,1,0.5127397640339487
7800.0,16,0,55,261,50,10,58,3,0,1,0.5127414367810159
6600.0,18,0,41,1940,25,14,44,2,0,1,0.5127426518062286
7000.0,23,0,34,1177,50,19,50,4,1,1,0.51275653171217
9000.0,18,0,40,619,50,10,51,5,1,1,0.5127617961495401
8250.0,28,0,36,579,25,11,36,5,1,1,0.512765451787985
8250.0,20,0,34,2166,75,18,59,5,1,1,0.5127670969003174
6600.0,9,0,36,538,25,10,46,1,0,1,0.5127702788573351
9000.0,8,0,33,448,50,8,53,5,1,1,0.5127751090201471
7200.0,15,0,58,2939,50,2,54,2,0,1,0.5127756253329544
7800.0,19,0,35,2755,75,19,60,3,0,1,0.5127810535273565
6750.0,16,0,47,766,0,15,40,5,1,1,0.5127937033666669
7700.0,19,0,47,3089,0,5,32,4,1,1,0.5127949726132924
8400.0,9,0,47,1398,25,11,50,4,1,1,0.5127959028196373
7150.0,11,1,39,1957,25,5,29,3,0,1,0.5128091106110406
7200.0,25,0,54,1836,75,10,60,2,0,1,0.5128106330527157
6600.0,18,0,40,564,75,5,57,2,0,1,0.5128159522035245
9000.0,14,0,58,2539,25,16,53,5,1,1,0.5128211225781636
8400.0,23,0,58,219,0,18,42,4,1,1,0.5128308694196413
6600.0,7,0,31,465,50,19,58,1,0,1,0.5128311947066773
6600.0,21,1,46,276,25,15,32,2,0,1,0.512831273895374
9000.0,17,0,48,2873,25,7,43,5,1,1,0.5128336512639463
9000.0,14,0,54,1978,50,5,55,5,1,1,0.5128377384550826
7000.0,8,0,37,2674,0,4,34,4,1,1,0.512841927392247
7800.0,20,0,58,438,25,16,51,3,0,1,0.5128488683400957
7500.0,21,0,51,1918,50,7,51,5,1,1,0.5128503357496651
6750.0,15,0,41,337,0,12,37,5,1,1,0.5128566028379392
7200.0,2,0,38,1216,50,9,58,2,0,1,0.5128576724691063
8400.0,16,0,40,1992,25,11,43,4,1,1,0.5128621286058954
8400.0,24,0,32,815,0,1,23,4,1,1,0.5128732910216471
7800.0,17,0,49,2642,50,3,50,3,0,1,0.5128744355357602
7000.0,10,1,54,2856,100,1,58,4,1,1,0.5128774514734464
7800.0,27,0,39,2964,50,4,41,3,0,1,0.5128824621948116
7800.0,8,0,53,3080,50,9,59,3,0,1,0.512913052295225
9000.0,13,0,30,44,50,14,52,5,1,1,0.5129167013124978
6600.0,23,0,44,1132,50,16,52,1,0,1,0.5129186590190368
6600.0,11,0,40,3151,0,4,33,2,0,1,0.5129227556981147
6600.0,13,0,39,3005,75,10,60,1,0,1,0.5129236414416879
