Monthly_Salary,Overtime_Hours,Risigned_enc,Work_Hours_Per_Week,Hire_Date_enc,Remote_Work_Frequency,Team_Size,Age,Performance_Score,High_Performance,High_Salary,propensity_score
6000.0,11,0,42,2339,0,7,36,5,1,0,0.512788069539915
6000.0,27,0,34,1576,0,18,30,5,1,0,0.5127897189927119
4200.0,12,0,48,898,0,12,41,2,0,0,0.5128141276337623
5500.0,15,0,48,2234,50,9,54,1,0,0,0.5128223612861756
6050.0,5,1,33,1659,50,18,45,1,0,0,0.5128255439990221
4950.0,12,0,55,1908,0,8,41,1,0,0,0.5128313590715928
6300.0,14,0,42,319,50,10,54,4,1,0,0.5128350949602156
6050.0,20,0,60,2611,0,8,38,1,0,0,0.5128374421024868
6050.0,14,0,46,2796,25,1,41,1,0,0,0.5128578769006645
6050.0,11,0,56,102,0,10,44,1,0,0,0.51286308900843
4200.0,26,0,47,457,25,17,44,2,0,0,0.5128692456324067
5200.0,16,0,40,2635,0,13,35,3,0,0,0.5128907442419655
3850.0,21,0,35,3402,100,3,59,1,0,0,0.5128945937484158
3850.0,1,0,46,447,0,7,44,1,0,0,0.5129044647932905
4550.0,18,0,54,2266,75,3,60,3,0,0,0.5129047521133343
4550.0,26,0,40,2437,50,16,48,3,0,0,0.5129194691245987
5500.0,7,0,53,1490,0,14,46,1,0,0,0.5129200096702388
5600.0,21,0,46,1784,25,10,42,4,1,0,0.5129346127162487
5500.0,20,0,55,2568,50,4,51,1,0,0,0.5129384316652866
5500.0,12,0,51,3005,50,11,57,1,0,0,0.512944185024815
6000.0,1,0,30,170,25,12,49,5,1,0,0.5129502943423889
5850.0,10,1,52,1314,25,8,36,3,0,0,0.5129549389198604
4950.0,10,0,42,2502,25,12,47,1,0,0,0.5129655698524093
5250.0,16,0,49,598,50,14,57,5,1,0,0.5129728751215684
4800.0,23,0,40,2019,50,4,44,2,0,0,0.5129770286168607
6000.0,12,0,57,1837,50,7,58,5,1,0,0.512979404415548
5850.0,21,0,36,492,50,9,47,3,0,0,0.5129824677259458
4550.0,15,0,39,2433,0,19,38,3,0,0,0.5129949607434221
6050.0,25,0,43,63,50,18,52,1,0,0,0.5130096688098496
5850.0,17,0,37,3406,0,18,35,3,0,0,0.5130116690485674
4800.0,26,0,55,823,0,15,37,2,0,0,0.5130185766363428
4200.0,3,0,35,2690,25,12,48,2,0,0,0.5130197629977227
6300.0,28,0,34,2394,100,13,60,4,1,0,0.5130239909407233
5400.0,22,0,41,2317,0,11,31,2,0,0,0.5130431524214779
5850.0,19,0,37,2346,0,19,35,3,0,0,0.5130458452577638
3850.0,16,0,60,702,0,8,41,1,0,0,0.5130556393217354
3850.0,13,0,33,2402,0,3,29,1,0,0,0.5130587132001515
4400.0,13,1,45,421,50,13,43,1,0,0,0.5130609453025644
5400.0,29,0,34,2163,25,13,34,2,0,0,0.5130826512302331
6000.0,7,1,54,885,75,1,52,2,0,0,0.5130935840698359
5850.0,5,0,36,800,50,2,52,3,0,0,0.5130949896982793
4550.0,6,0,46,358,50,1,55,3,0,0,0.5130958001123571
6300.0,28,0,31,2942,50,6,38,4,1,0,0.5130959845622362
4550.0,26,0,44,584,0,7,29,3,0,0,0.5130969368076795
6050.0,10,0,41,180,0,3,35,1,0,0,0.5131045690638788
5500.0,7,0,59,1298,25,13,56,1,0,0,0.5131101412341667
5400.0,20,1,59,2685,100,1,54,2,0,0,0.5131135745995292
5500.0,0,1,31,203,25,10,35,1,0,0,0.5131142322326947
4950.0,22,1,55,1499,50,11,40,1,0,0,0.5131231067597564
4900.0,18,0,33,2321,25,12,39,4,1,0,0.5131314668425084
5600.0,10,0,44,2508,50,6,53,4,1,0,0.5131319061965476
4800.0,12,0,38,471,50,4,50,2,0,0,0.5131320216056221
5600.0,8,0,37,1697,50,6,52,4,1,0,0.5131330343595532
6300.0,12,0,56,2473,0,1,37,4,1,0,0.5131390144419095
5400.0,23,0,32,2238,75,4,49,2,0,0,0.5131510766987952
4550.0,8,1,33,3078,75,1,42,3,0,0,0.5131692997696444
5250.0,19,0,32,2959,25,17,40,5,1,0,0.5131712760090901
5850.0,8,0,57,2878,25,16,55,3,0,0,0.5131730726789706
4400.0,7,0,40,3270,25,10,46,1,0,0,0.5131820385430647
5500.0,20,0,44,740,0,9,33,1,0,0,0.5131822124279293
5850.0,23,0,34,3327,0,3,23,3,0,0,0.5131907300010864
4800.0,15,0,57,1774,0,5,38,2,0,0,0.5131939939383845
4550.0,7,1,36,726,25,11,33,3,0,0,0.513195328146282
4950.0,16,0,41,713,25,12,44,1,0,0,0.5132026907058986
4400.0,4,0,58,1553,25,7,54,1,0,0,0.5132135328142627
4550.0,28,0,39,2434,75,11,52,3,0,0,0.5132160171810106
6000.0,26,0,36,205,25,6,34,5,1,0,0.5132232256715329
5400.0,8,1,50,845,50,13,47,2,0,0,0.5132366330911243
5200.0,16,1,36,2149,75,11,44,3,0,0,0.5132481524068767
5250.0,10,0,48,2628,0,18,43,5,1,0,0.5132520945698147
4550.0,25,1,47,290,50,1,31,3,0,0,0.5132673169948261
4950.0,22,1,41,805,50,5,32,1,0,0,0.5132696553486674
5400.0,1,0,38,2150,25,16,52,2,0,0,0.5132735547027781
4900.0,4,0,40,3219,25,9,47,4,1,0,0.5132819700322402
6000.0,11,0,50,20,0,6,39,2,0,0,0.5132925766819949
6000.0,22,0,60,1509,50,19,59,5,1,0,0.5132942843936243
4400.0,29,0,43,2693,75,18,56,1,0,0,0.5132996556283007
5500.0,0,0,42,640,25,14,54,1,0,0,0.5133040142437992
4550.0,29,0,57,1078,0,6,31,3,0,0,0.5133040880569548
5850.0,24,0,38,2057,100,4,59,3,0,0,0.513304518378357
5500.0,2,0,43,1020,25,14,53,1,0,0,0.5133173674119377
5400.0,24,0,31,183,0,9,26,2,0,0,0.5133219719882258
4400.0,15,0,57,1024,0,19,45,1,0,0,0.5133233423805165
5400.0,7,0,42,765,25,14,50,2,0,0,0.5133350578662088
4400.0,27,0,55,2003,0,17,36,1,0,0,0.5133416125085137
6000.0,1,0,37,70,50,5,56,5,1,0,0.5133443047959616
5400.0,6,0,38,1006,25,6,45,2,0,0,0.5133465231085234
4900.0,7,0,60,1335,50,4,60,4,1,0,0.5133522733870094
4950.0,18,0,38,847,50,4,46,1,0,0,0.5133553221832732
6300.0,10,0,31,2825,75,2,54,4,1,0,0.5133681880946415
5200.0,23,0,38,1711,0,13,30,3,0,0,0.5133821805271394
5850.0,24,0,32,1329,50,8,42,3,0,0,0.5133889914678114
4400.0,22,0,43,156,0,8,31,1,0,0,0.5133890368038698
5600.0,18,0,43,1111,75,12,60,4,1,0,0.5133894689396259
6000.0,24,0,46,3372,0,2,26,2,0,0,0.513406666171495
3850.0,24,0,60,1069,25,16,48,1,0,0,0.5134121564679462
4400.0,13,0,41,2835,25,2,39,1,0,0,0.513419686601146
5850.0,8,0,37,432,25,19,50,3,0,0,0.5134388303862196
5250.0,13,0,45,3177,0,17,39,5,1,0,0.513441540460772
4950.0,6,0,60,1229,0,1,42,1,0,0,0.5134418366404162
3850.0,17,0,49,2803,50,18,56,1,0,0,0.5134462942627567
5500.0,6,0,45,2371,25,7,47,1,0,0,0.5134576794145816
4200.0,0,0,51,568,25,18,59,2,0,0,0.5134810359642542
4900.0,22,1,55,2883,25,3,26,4,1,0,0.5134886378861273
5850.0,26,0,47,1067,50,7,46,3,0,0,0.5134925469439786
6300.0,19,0,45,1963,25,9,41,4,1,0,0.5134926154864504
6050.0,23,0,36,901,75,15,56,1,0,0,0.5134926414975386
6050.0,20,0,30,3219,25,9,34,1,0,0,0.5134976240872878
6300.0,19,0,42,3157,50,14,50,4,1,0,0.5134997641043987
6000.0,11,0,36,1755,0,18,38,5,1,0,0.5135069689492636
4900.0,23,0,46,13,75,2,54,4,1,0,0.5135095828692773
3850.0,22,0,36,1944,75,5,51,1,0,0,0.5135102700801596
6000.0,11,0,49,2474,50,11,56,2,0,0,0.5135111558255341
3850.0,21,0,45,817,0,15,35,1,0,0,0.5135178801409488
5200.0,4,0,55,182,0,16,49,3,0,0,0.5135232331926293
4550.0,24,0,32,1827,25,2,30,3,0,0,0.5135277341934983
5500.0,4,0,31,63,25,19,50,1,0,0,0.5135342366128618
4550.0,5,0,45,2955,0,8,39,3,0,0,0.5135383793427287
5500.0,26,1,58,3037,100,15,56,1,0,0,0.513542749877756
6050.0,5,1,33,2085,100,3,53,1,0,0,0.5135443919901993
4950.0,20,0,36,3274,50,16,48,1,0,0,0.5135448890291464
6000.0,24,0,44,967,0,3,27,5,1,0,0.5135514326883222
4400.0,26,0,35,735,50,12,44,1,0,0,0.5135592820832546
4550.0,27,0,34,1077,75,1,46,3,0,0,0.5135704400244543
5250.0,27,1,33,87,100,9,45,5,1,0,0.5135832775186491
5400.0,28,0,42,780,0,9,27,2,0,0,0.513586698959382
6000.0,17,0,38,2341,25,9,39,5,1,0,0.5136074011916861
4800.0,1,0,53,3133,0,4,42,2,0,0,0.5136139117344353
5200.0,20,0,45,1356,0,15,35,3,0,0,0.5136177212984856
6300.0,14,1,31,2745,100,16,53,4,1,0,0.5136213765065254
6300.0,4,1,45,2571,75,7,51,4,1,0,0.5136327255923762
6300.0,13,0,45,1162,0,11,37,4,1,0,0.5136406190991493
5250.0,9,0,40,1742,75,6,60,5,1,0,0.5136472240056339
6000.0,1,0,37,649,50,5,55,5,1,0,0.5136536915712513
6050.0,21,0,48,2287,25,8,40,1,0,0,0.5136556848151792
5250.0,19,0,51,2596,0,9,34,5,1,0,0.5136641495531069
6300.0,14,0,57,1573,25,19,53,4,1,0,0.5136643126887094
5600.0,1,0,33,1322,25,8,46,4,1,0,0.5136647152516536
5600.0,21,0,31,1622,25,10,35,4,1,0,0.5136674143880477
4200.0,0,0,55,2414,25,12,56,2,0,0,0.5136791829827965
6000.0,18,0,59,50,25,18,52,5,1,0,0.5136887538384044
4800.0,15,0,44,1993,50,1,47,2,0,0,0.513706054013707
4200.0,8,0,38,2100,25,3,41,2,0,0,0.5137116883031231
6300.0,8,0,39,818,0,16,40,4,1,0,0.5137134551250372
6050.0,23,0,31,700,0,2,22,1,0,0,0.5137321083105795
5200.0,16,0,38,2949,25,3,36,3,0,0,0.5137328030115512
5850.0,20,0,41,2652,75,9,55,3,0,0,0.5137349909825538
4200.0,25,1,48,3114,100,6,48,2,0,0,0.5137385561554768
5500.0,18,0,54,3195,0,17,39,1,0,0,0.5137430412089025
6000.0,10,0,33,1238,25,4,39,2,0,0,0.5137442095536906
5400.0,10,0,35,2243,0,9,33,2,0,0,0.5137566171718619
5600.0,5,0,51,3149,0,19,46,4,1,0,0.5137600705661852
4800.0,3,0,57,977,25,2,51,2,0,0,0.5137727855315027
5500.0,10,0,49,1073,25,6,46,1,0,0,0.5137813049696531
5500.0,28,0,56,1279,0,10,32,1,0,0,0.5137900558259199
4950.0,4,1,39,2965,75,17,53,1,0,0,0.513798152933234
5500.0,17,0,30,1040,100,5,60,1,0,0,0.5137992922043071
5850.0,26,1,55,2846,25,15,29,3,0,0,0.5137994506413625
5250.0,9,0,40,1393,50,1,49,5,1,0,0.5138022016510465
5250.0,10,1,60,907,25,11,39,5,1,0,0.5138044710913432
5600.0,3,0,58,1889,0,16,49,4,1,0,0.5138053726551935
4400.0,11,0,39,2503,50,18,55,1,0,0,0.5138175352949729
6050.0,8,0,59,2850,25,13,53,1,0,0,0.5138248752543123
5850.0,19,1,52,155,50,9,39,3,0,0,0.5138315456788088
6300.0,24,0,34,3363,100,9,58,4,1,0,0.5138360343032875
5500.0,25,0,55,703,75,12,60,1,0,0,0.5138391530373028
6000.0,22,1,46,27,50,19,40,2,0,0,0.5138412705280252
5250.0,21,0,49,2169,0,13,34,5,1,0,0.5138427291750743
6300.0,28,0,51,2070,75,8,54,4,1,0,0.51385187024815
4400.0,29,0,39,1812,25,16,36,1,0,0,0.5138523004235499
5200.0,25,0,33,1982,100,5,56,3,0,0,0.5138524711624135
5400.0,12,0,54,352,25,12,50,2,0,0,0.513852656665724
3850.0,9,0,44,2435,50,14,56,1,0,0,0.5138596842866079
4550.0,25,0,55,2273,75,8,57,3,0,0,0.5138623615884347
5250.0,19,0,35,1844,25,14,39,5,1,0,0.5138623821986152
5200.0,7,0,35,2174,50,6,50,3,0,0,0.5138717234160883
6300.0,1,0,38,3286,0,19,43,4,1,0,0.5138787785302111
5200.0,13,0,30,1942,0,4,27,3,0,0,0.5138792104355153
6050.0,27,0,35,411,25,13,35,1,0,0,0.5138809116227758
5400.0,0,0,56,1600,25,11,56,2,0,0,0.5138864195529139
4400.0,7,0,43,1376,50,5,53,1,0,0,0.5138881673875044
4550.0,24,0,40,1086,0,18,32,3,0,0,0.5138891412586507
3850.0,16,0,38,518,25,19,45,1,0,0,0.5138904501520307
5850.0,1,0,40,172,50,1,54,3,0,0,0.5139004449766045
5400.0,17,1,51,3131,75,17,50,2,0,0,0.5139124326534653
6000.0,19,0,51,1224,25,1,39,5,1,0,0.5139171414502283
4800.0,13,1,38,3148,100,3,49,2,0,0,0.5139301211042948
6300.0,14,0,57,1033,25,7,47,4,1,0,0.5139329758755339
3850.0,18,0,51,2362,25,18,47,1,0,0,0.5139372118388738
4550.0,16,1,53,643,25,9,32,3,0,0,0.5139395112755146
4800.0,14,0,36,1749,25,16,43,2,0,0,0.51394109118991
6000.0,3,0,33,1979,0,3,33,2,0,0,0.5139416548844035
5250.0,25,0,37,2429,25,8,33,5,1,0,0.513942528723749
5200.0,14,0,34,3203,0,4,27,3,0,0,0.5139445721538336
5500.0,15,0,49,2925,25,19,48,1,0,0,0.5139480125847516
4400.0,26,0,40,2194,25,19,39,1,0,0,0.5139671788962066
4200.0,3,1,57,1348,0,18,36,2,0,0,0.5139726676791652
6300.0,23,1,59,2090,25,2,26,4,1,0,0.5139734161518417
5850.0,20,1,53,3416,25,3,25,3,0,0,0.5139869662642471
6000.0,17,0,59,1873,50,3,52,5,1,0,0.5139877682843745
4950.0,15,0,45,2317,25,7,41,1,0,0,0.5139909034861735
5250.0,3,1,36,350,25,1,29,5,1,0,0.5139914563241106
4200.0,25,0,55,1189,50,4,47,2,0,0,0.5139976389370651
4550.0,27,0,44,1705,0,1,23,3,0,0,0.5139976590674583
5200.0,15,0,37,488,0,18,36,3,0,0,0.5139983659314292
4800.0,28,0,50,1026,75,8,54,2,0,0,0.5140011562951514
3850.0,5,0,38,574,50,6,53,1,0,0,0.5140022506707876
6050.0,16,1,38,3118,75,16,45,1,0,0,0.514011605941239
5250.0,9,0,39,2949,50,13,53,5,1,0,0.514012165298348
5250.0,8,0,32,1203,0,15,36,5,1,0,0.5140311075784526
4950.0,7,1,56,1099,25,14,40,1,0,0,0.5140421874251664
5200.0,28,0,45,2016,0,2,23,3,0,0,0.5140504030640105
5500.0,6,0,43,2285,50,12,56,1,0,0,0.5140612114937474
6300.0,16,1,58,793,75,10,51,4,1,0,0.5140626345721233
6050.0,13,0,47,3226,0,14,37,1,0,0,0.5140686188046775
6000.0,9,1,40,3355,50,4,35,2,0,0,0.5140868550050487
5500.0,26,0,53,1163,0,7,30,1,0,0,0.5140872004271992
5500.0,27,0,34,92,25,4,30,1,0,0,0.5141167007936677
4550.0,20,0,31,426,100,2,57,3,0,0,0.5141302157645333
4900.0,2,0,33,616,50,5,52,4,1,0,0.5141342095569983
6000.0,2,0,58,2772,25,4,51,5,1,0,0.5141345603962147
5400.0,10,0,49,602,0,12,40,2,0,0,0.514135544741319
3850.0,10,0,51,1148,25,4,45,1,0,0,0.514144505263572
5400.0,28,0,41,802,50,6,41,2,0,0,0.514154034233548
3850.0,8,0,47,2672,25,9,46,1,0,0,0.5141613161442025
6000.0,29,0,52,622,25,16,41,5,1,0,0.5141722614290576
4550.0,16,0,32,382,50,3,43,3,0,0,0.5141818006289188
6300.0,28,1,45,456,75,9,39,4,1,0,0.5141856882767929
4800.0,16,0,60,2429,50,13,57,2,0,0,0.5141883305756243
5600.0,29,0,54,1659,75,18,59,4,1,0,0.514188509402204
4550.0,22,0,39,2205,0,9,27,3,0,0,0.5142090958494692
5500.0,22,0,55,1530,50,2,47,1,0,0,0.5142273069104518
5850.0,14,0,56,427,25,2,44,3,0,0,0.5142290463145498
5600.0,27,0,37,703,0,4,22,4,1,0,0.5142333804397041
5500.0,28,0,41,1981,25,11,34,1,0,0,0.5142343905757779
4200.0,7,0,41,3086,75,1,57,2,0,0,0.5142345562589231
6000.0,22,0,46,765,25,9,39,2,0,0,0.5142346454898968
4200.0,8,1,33,1828,75,10,45,2,0,0,0.5142415580479277
3850.0,15,0,42,626,50,3,47,1,0,0,0.5142525342594845
5400.0,4,0,54,1375,25,8,51,2,0,0,0.5142529932183743
6300.0,27,0,46,2515,0,14,29,4,1,0,0.5142533524456472
5600.0,15,1,31,1056,100,1,45,4,1,0,0.514257339576615
3850.0,28,0,54,1031,50,7,46,1,0,0,0.514258329498204
5250.0,16,0,31,2381,25,14,38,5,1,0,0.5142608211790166
5500.0,25,0,41,1338,25,11,36,1,0,0,0.5142687347223953
5600.0,23,0,59,969,0,16,38,4,1,0,0.5142773076182471
5500.0,20,1,36,2553,100,7,46,1,0,0,0.5142841481879307
4400.0,28,0,37,140,0,17,28,1,0,0,0.5142854647554849
3850.0,1,0,43,2756,25,11,49,1,0,0,0.514294871228415
5500.0,6,0,55,280,50,1,56,1,0,0,0.5142968569605485
6300.0,3,0,34,1179,50,13,55,4,1,0,0.514298017075893
5200.0,8,0,36,1065,0,17,38,3,0,0,0.5143070637786965
4800.0,2,0,52,896,25,11,53,2,0,0,0.514309442846604
5200.0,19,0,44,406,0,8,31,3,0,0,0.514312842724666
4550.0,19,1,32,3236,100,10,46,3,0,0,0.5143139180956929
5250.0,29,0,50,2379,100,3,58,5,1,0,0.514321052839181
6300.0,11,1,39,1057,100,5,52,4,1,0,0.5143260571894308
4900.0,20,0,33,210,75,2,49,4,1,0,0.5143265532762477
5600.0,1,0,51,2600,25,13,53,4,1,0,0.5143290497243419
3850.0,29,0,56,3139,50,18,50,1,0,0,0.5143358292219987
5200.0,23,0,38,2818,50,2,39,3,0,0,0.5143458227463596
3850.0,17,0,45,827,50,14,52,1,0,0,0.5143596577920285
4550.0,10,0,32,1764,50,5,46,3,0,0,0.5143688429942767
5200.0,1,0,30,1767,25,18,48,3,0,0,0.5143708165458747
4900.0,13,0,30,2741,75,2,50,4,1,0,0.5143717153044798
6000.0,23,0,49,2713,25,11,39,5,1,0,0.5143731387146874
5500.0,22,1,40,3038,50,1,26,1,0,0,0.5143799041790414
6000.0,10,0,58,1877,25,15,52,5,1,0,0.5143802081024019
6000.0,17,0,37,3369,100,1,58,5,1,0,0.5143835981773863
4200.0,20,0,31,2393,75,15,53,2,0,0,0.5143892793599216
4950.0,1,0,47,1062,0,5,40,1,0,0,0.5143942041658286
4900.0,9,0,52,3375,0,3,35,4,1,0,0.5143947608197804
4800.0,26,0,31,669,100,2,53,2,0,0,0.5143961628935089
3850.0,1,0,58,479,50,2,60,1,0,0,0.5144129728315814
5600.0,16,1,30,2223,100,1,43,4,1,0,0.5144147301518759
5500.0,17,0,43,2565,0,12,32,1,0,0,0.5144433325986418
5600.0,6,0,52,3332,0,8,39,4,1,0,0.5144444153729555
4800.0,26,0,36,359,75,1,46,2,0,0,0.5144449450475999
4550.0,29,0,42,1200,25,5,31,3,0,0,0.5144455721805584
5400.0,14,0,59,2015,0,12,40,2,0,0,0.5144478927407922
5200.0,10,0,51,166,50,5,54,3,0,0,0.5144483715028296
5250.0,17,0,58,3386,0,16,39,5,1,0,0.5144576294302352
5500.0,12,0,32,1998,0,10,30,1,0,0,0.5144576690008759
5400.0,10,0,35,141,0,5,31,2,0,0,0.514462832126202
5400.0,27,0,30,1138,100,9,55,2,0,0,0.5144742881623108
6000.0,5,0,45,2119,25,16,50,2,0,0,0.5144824729438036
6300.0,29,0,50,3365,100,5,58,4,1,0,0.5144839298403191
4550.0,17,0,42,408,75,7,56,3,0,0,0.5144845867720188
6000.0,12,0,50,593,25,14,48,2,0,0,0.5145021174372865
5500.0,27,0,46,3191,50,16,46,1,0,0,0.5145091946004442
3850.0,24,0,31,1040,50,11,41,1,0,0,0.5145100445492317
6000.0,13,0,52,1201,0,1,33,5,1,0,0.5145122254293757
4950.0,29,0,49,1938,0,6,25,1,0,0,0.5145135662603144
5200.0,22,0,44,1907,100,4,60,3,0,0,0.5145171517816212
6050.0,27,0,55,3071,50,11,47,1,0,0,0.51452558283047
4950.0,17,0,58,1224,0,1,33,1,0,0,0.5145278373515283
4950.0,10,0,45,180,50,10,54,1,0,0,0.5145278906588373
4800.0,28,0,38,2977,75,18,52,2,0,0,0.5145334774192319
4900.0,3,0,50,2869,50,8,57,4,1,0,0.5145382866300274
4950.0,15,0,51,1499,50,17,56,1,0,0,0.5145419711558603
4400.0,6,0,38,3263,50,13,53,1,0,0,0.5145440423529974
6300.0,3,0,53,837,50,3,57,4,1,0,0.5145491912671141
5250.0,19,0,34,192,0,2,24,5,1,0,0.5145529433701282
6000.0,9,0,34,207,0,1,29,2,0,0,0.514560542576305
4800.0,9,0,48,2864,25,1,41,2,0,0,0.5145713439151348
4400.0,22,0,48,2578,50,2,43,1,0,0,0.5145718371145294
5400.0,4,0,42,1712,50,16,58,2,0,0,0.5145731062755027
4200.0,8,0,41,872,0,14,38,2,0,0,0.5145785184860877
4550.0,6,0,35,919,75,1,56,3,0,0,0.514583646465191
5850.0,13,0,34,3217,50,18,50,3,0,0,0.5145901827629787
3850.0,3,0,54,1131,50,9,60,1,0,0,0.5145928407875968
6050.0,12,0,52,621,25,17,50,1,0,0,0.5145930703422381
4550.0,20,0,33,2313,0,9,25,3,0,0,0.5145961686252618
4800.0,24,0,32,2868,100,9,56,2,0,0,0.5146137542429493
5400.0,0,0,50,2018,25,11,52,2,0,0,0.5146187604445782
4900.0,4,0,53,1875,0,12,43,4,1,0,0.5146210284956794
4900.0,3,0,33,1842,50,12,53,4,1,0,0.5146502556094338
6000.0,27,0,51,3416,75,12,54,5,1,0,0.514651241500372
4550.0,16,0,37,1663,50,9,46,3,0,0,0.5146514782525756
5850.0,26,0,60,366,0,7,32,3,0,0,0.5146523800720717
6000.0,21,0,32,2030,50,17,45,5,1,0,0.5146535571216255
5600.0,4,0,34,3374,25,1,38,4,1,0,0.5146574593993049
6000.0,18,0,44,3332,50,4,44,2,0,0,0.5146623811988078
6000.0,29,0,54,1147,25,11,38,2,0,0,0.5146624752487027
4800.0,28,0,49,2219,0,10,27,2,0,0,0.514664371874354
4550.0,4,0,56,2727,0,11,43,3,0,0,0.5146650853658256
6000.0,11,0,53,2896,75,4,60,5,1,0,0.5146660142498147
4550.0,14,0,38,727,25,12,41,3,0,0,0.514672135401642
4550.0,21,0,40,1557,25,1,32,3,0,0,0.5146882180378313
4400.0,0,0,43,1446,0,17,44,1,0,0,0.5146959115482587
6300.0,16,0,42,2625,50,19,52,4,1,0,0.5146965846637777
6300.0,8,0,54,1294,0,5,38,4,1,0,0.5147003824410141
5500.0,25,0,35,1872,25,12,33,1,0,0,0.5147083331926987
5500.0,28,0,56,2993,25,11,38,1,0,0,0.5147143208178936
5500.0,23,0,43,3413,75,14,54,1,0,0,0.5147370835479989
3850.0,2,0,53,1131,25,2,48,1,0,0,0.5147388186864088
4200.0,9,0,37,600,25,1,38,2,0,0,0.5147406617800645
5600.0,21,0,31,1439,50,5,39,4,1,0,0.5147528882274719
6000.0,20,0,33,1207,75,1,47,5,1,0,0.5147573019910908
5250.0,29,0,38,696,100,16,60,5,1,0,0.5147576250833031
3850.0,10,0,36,316,0,14,35,1,0,0,0.5147683648339257
3850.0,26,0,31,1498,100,15,58,1,0,0,0.5147695173669447
5200.0,17,0,42,2558,0,10,30,3,0,0,0.5147709154053278
6300.0,17,0,36,2968,0,9,27,4,1,0,0.5147710822569854
6300.0,5,0,37,3025,0,5,32,4,1,0,0.5147775727843151
4400.0,3,1,35,4,100,16,60,1,0,0,0.5147780464507571
5600.0,2,1,33,664,100,7,55,4,1,0,0.5147868163967302
6050.0,6,0,54,844,25,18,54,1,0,0,0.5147885675773
5500.0,14,0,39,817,75,16,60,1,0,0,0.514790636420112
4900.0,17,0,45,1985,75,6,55,4,1,0,0.5147911502595207
4400.0,5,1,34,1903,100,1,50,1,0,0,0.5147946254133449
6300.0,20,0,46,2418,50,2,43,4,1,0,0.5147973403346671
6050.0,5,1,30,245,100,4,51,1,0,0,0.5148075871002895
5600.0,14,1,60,2875,100,9,58,4,1,0,0.5148113443474834
5400.0,26,0,32,1084,75,19,52,2,0,0,0.5148119032125488
6000.0,20,0,30,3079,50,3,37,5,1,0,0.5148248232042651
5250.0,29,0,53,988,0,5,26,5,1,0,0.5148263120139143
4950.0,22,1,38,1540,50,19,34,1,0,0,0.5148411836885379
5200.0,16,0,35,2966,25,10,36,3,0,0,0.5148476123094662
6000.0,26,0,37,1558,50,19,45,2,0,0,0.5148487593950203
5250.0,27,1,49,2150,25,16,25,5,1,0,0.5148560452747815
6000.0,27,0,46,3207,0,3,22,2,0,0,0.5148614469353971
6000.0,0,0,31,2793,25,3,40,5,1,0,0.5148668648063848
4550.0,11,0,42,462,50,7,50,3,0,0,0.5148692686493581
6050.0,18,0,33,49,75,6,51,1,0,0,0.5148919186187189
4950.0,10,0,60,999,0,1,37,1,0,0,0.5149002129960397
4900.0,17,0,48,871,75,13,60,4,1,0,0.5149072473457941
4400.0,3,0,50,2287,0,17,44,1,0,0,0.514907505742934
4950.0,1,0,45,2633,0,17,43,1,0,0,0.5149087742592376
4800.0,1,0,53,2892,50,5,57,2,0,0,0.5149146053750743
5250.0,7,0,44,3212,50,11,53,5,1,0,0.5149224464047069
4800.0,14,0,48,1275,0,5,32,2,0,0,0.5149265730372368
4800.0,27,0,41,6,0,7,24,2,0,0,0.5149282707849377
4400.0,29,0,51,1567,50,14,46,1,0,0,0.5149338352697501
4550.0,1,1,45,2732,25,1,30,3,0,0,0.5149486814822021
5250.0,13,0,30,2127,75,16,56,5,1,0,0.5149525148354014
5850.0,29,0,45,1792,25,18,37,3,0,0,0.514956854306229
5850.0,12,0,46,146,50,5,50,3,0,0,0.5149613571526588
6000.0,23,0,33,2341,25,13,33,2,0,0,0.5149716353932093
6050.0,3,0,37,2181,50,19,57,1,0,0,0.5149809621523078
4950.0,21,0,40,3277,25,19,39,1,0,0,0.5149835137233573
5600.0,18,0,41,260,0,18,34,4,1,0,0.5149861496474301
3850.0,21,0,54,3213,50,5,46,1,0,0,0.5149883610635505
6300.0,28,0,54,1611,0,17,32,4,1,0,0.5149894624761275
6000.0,3,0,47,2908,50,4,53,5,1,0,0.5149907716369155
5250.0,19,0,48,754,0,2,28,5,1,0,0.5149915611871995
4900.0,19,0,32,767,25,1,30,4,1,0,0.5149920386396952
4800.0,2,0,51,2645,0,18,45,2,0,0,0.5149955668973473
4400.0,0,0,38,809,25,12,48,1,0,0,0.5149986406546462
4900.0,18,1,42,1598,100,8,49,4,1,0,0.5150043383901217
6050.0,7,0,48,2761,50,18,58,1,0,0,0.5150115034637434
4900.0,14,0,34,3002,0,2,24,4,1,0,0.5150151859396043
4550.0,28,0,46,856,50,12,44,3,0,0,0.5150173575540702
5250.0,6,0,37,2109,0,8,33,5,1,0,0.5150223917746427
3850.0,27,0,49,2483,75,18,56,1,0,0,0.5150266361669956
4550.0,26,0,39,933,100,5,56,3,0,0,0.5150302958929743
5500.0,6,0,52,117,25,1,45,1,0,0,0.5150331551249834
5850.0,17,0,34,2560,75,6,50,3,0,0,0.515039847112862
4800.0,28,0,34,647,25,18,34,2,0,0,0.5150399193768853
5200.0,23,0,35,811,75,18,54,3,0,0,0.5150449325175764
5400.0,17,0,38,1770,0,7,27,2,0,0,0.5150475513016685
